customer_key,partner_id,customer_ref,channel
C01063,P1,00552,partner
C01064,DIRECT,00051,direct
C01065,P1,00553,partner
C01066,P1,00554,partner
C01067,P1,00555,partner
C01068,P1,00556,partner
C01069,P1,00557,partner
C01070,P2,00328,partner
C01071,P1,00558,partner
C01072,P1,00559,partner
C01073,P1,00560,partner
C01074,DIRECT,00052,direct
C01075,P1,00561,partner
C01076,P2,00329,partner
C01077,P1,00562,partner
C01078,P2,00330,partner
C01079,P1,00563,partner
C01080,P1,00564,partner
C01081,P3,00135,partner
C01082,P3,00136,partner
C01083,P1,00565,partner
C01084,P1,00566,partner
C01085,P1,00567,partner
C01086,P2,00331,partner
C01087,P2,00332,partner
C01088,P1,00568,partner
C01089,P3,00137,partner
C01090,P3,00138,partner
C01091,P2,00333,partner
C01092,P1,00569,partner
C01093,P1,00570,partner
C01094,P2,00334,partner
C01095,P2,00335,partner
C01096,P2,00336,partner
C01097,P2,00337,partner
C01098,P2,00338,partner
C01099,P3,00139,partner
C01100,P2,00339,partner
C01101,P1,00571,partner
C01102,P3,00140,partner
C01103,P1,00572,partner
C01104,P2,00340,partner
C01105,P2,00341,partner
C01106,P2,00342,partner
C01107,P1,00573,partner
C01108,P1,00574,partner
C01109,P1,00575,partner
C01110,P1,00576,partner
C01111,P1,00577,partner
C01112,P1,00578,partner
C01113,P2,00343,partner
C01114,P3,00141,partner
C01115,P1,00579,partner
C01116,P2,00344,partner
C01117,P1,00580,partner
C01118,P1,00581,partner
C01119,P1,00582,partner
C01120,P2,00345,partner
C01121,P1,00583,partner
C01122,P1,00584,partner
C01123,P1,00585,partner
C01124,P2,00346,partner
C01125,P1,00586,partner
C01126,P1,00587,partner
C01127,P1,00588,partner
C01128,P1,00589,partner
C01129,P2,00347,partner
C01130,P1,00590,partner
C01131,P2,00348,partner
C01132,P2,00349,partner
C01133,P2,00350,partner
C01134,P1,00591,partner
C01135,P2,00351,partner
C01136,DIRECT,00053,direct
C01137,DIRECT,00054,direct
C01138,P1,00592,partner
C01139,P1,00593,partner
C01140,P2,00352,partner
C01141,P1,00594,partner
C01142,P1,00595,partner
C01143,P1,00596,partner
C01144,P2,00353,partner
C01145,P3,00142,partner
C01146,P1,00597,partner
C01147,P2,00354,partner
C01148,P3,00143,partner
C01149,P2,00355,partner
C01150,P1,00598,partner
C01151,P3,00144,partner
C01152,P1,00599,partner
C01153,P1,00600,partner
C01154,P1,00601,partner
C01155,P3,00145,partner
C01156,P1,00602,partner
C01157,P2,00356,partner
C01158,P1,00603,partner
C01159,P2,00357,partner
C01160,P3,00146,partner
C01161,P1,00604,partner
C01162,P1,00605,partner
C01163,P1,00606,partner
C01164,P1,00607,partner
C01165,P3,00147,partner
C01166,P1,00608,partner
C01167,P1,00609,partner
C01168,P1,00610,partner
C01169,P2,00358,partner
C01170,P2,00359,partner
C01171,P1,00611,partner
C01172,P1,00612,partner
C01173,DIRECT,00055,direct
C01174,P3,00148,partner
C01175,P2,00360,partner
C01176,P1,00613,partner
C01177,P1,00614,partner
C01178,P1,00615,partner
C01179,P1,00616,partner
C01180,P1,00617,partner
C01181,P3,00149,partner
C01182,P3,00150,partner
C01183,P1,00618,partner
C01184,P1,00619,partner
C01185,P1,00620,partner
C01186,P3,00151,partner
C01187,P1,00621,partner
C01188,P1,00622,partner
C01189,P1,00623,partner
C01190,P1,00624,partner
C01191,P2,00361,partner
C01192,P1,00625,partner
C01193,P1,00626,partner
C01194,P1,00627,partner
C01195,P1,00628,partner
C01196,P2,00362,partner
C01197,P1,00629,partner
C01198,P2,00363,partner
C01199,P3,00152,partner
C01200,P1,00630,partner
C01201,P2,00364,partner
C01202,P1,00631,partner
C01203,P2,00365,partner
C01204,DIRECT,00056,direct
C01205,P3,00153,partner
C01206,P3,00154,partner
C01207,DIRECT,00057,direct
C01208,P1,00632,partner
C01209,P1,00633,partner
C01210,P2,00366,partner
C01211,P1,00634,partner
C01212,P1,00635,partner
C01213,P3,00155,partner
C01214,P2,00367,partner
C01215,P1,00636,partner
C01216,P3,00156,partner
C01217,P2,00368,partner
C01218,P1,00637,partner
C01219,P1,00638,partner
C01220,P1,00639,partner
C01221,P1,00640,partner
C01222,P2,00369,partner
C01223,P1,00641,partner
C01224,P2,00370,partner
C01225,P1,00642,partner
C01226,P2,00371,partner
C01227,P3,00157,partner
C01228,P3,00158,partner
C01229,P2,00372,partner
C01230,P1,00643,partner
C01231,P1,00644,partner
C01232,P3,00159,partner
C01233,P1,00645,partner
C01234,P1,00646,partner
C01235,P3,00160,partner
C01236,P3,00161,partner
C01237,P1,00647,partner
C01238,P3,00162,partner
C01239,P2,00373,partner
C01240,P1,00648,partner
C01241,P2,00374,partner
C01242,P3,00163,partner
C01243,P1,00649,partner
C01244,P1,00650,partner
C01245,P3,00164,partner
C01246,P2,00375,partner
C01247,P1,00651,partner
C01248,P3,00165,partner
C01249,P1,00652,partner
C01250,P1,00653,partner
C01251,P1,00654,partner
C01252,P1,00655,partner
C01253,P1,00656,partner
C01254,P2,00376,partner
C01255,P2,00377,partner
C01256,P2,00378,partner
C01257,P2,00379,partner
C01258,P3,00166,partner
C01259,P1,00657,partner
C01260,P1,00658,partner
C01261,P1,00659,partner
C01262,P3,00167,partner
C01263,P1,00660,partner
C01264,DIRECT,00058,direct
C01265,P2,00380,partner
C01266,P2,00381,partner
C01267,P1,00661,partner
C01268,P3,00168,partner
C01269,P3,00169,partner
C01270,P2,00382,partner
C01271,P1,00662,partner
C01272,P1,00663,partner
C01273,P2,00383,partner
C01274,P1,00664,partner
C01275,P1,00665,partner
C01276,P2,00384,partner
C01277,P2,00385,partner
C01278,P3,00170,partner
C01279,P1,00666,partner
C01280,P1,00667,partner
C01281,P1,00668,partner
C01282,P1,00669,partner
C01283,P1,00670,partner
C01284,P1,00671,partner
C01285,P2,00386,partner
C01286,P2,00387,partner
C01287,P3,00171,partner
C01288,P1,00672,partner
C01289,P1,00673,partner
C01290,P2,00388,partner
C01291,P3,00172,partner
C01292,P1,00674,partner
C01293,P1,00675,partner
C01294,P2,00389,partner
C01295,P1,00676,partner
C01296,P1,00677,partner
C01297,P1,00678,partner
C01298,P2,00390,partner
C01299,P2,00391,partner
C01300,P1,00679,partner
C01301,P1,00680,partner
C01302,DIRECT,00059,direct
C01303,P3,00173,partner
C01304,P1,00681,partner
C01305,P1,00682,partner
C01306,P1,00683,partner
C01307,P1,00684,partner
C01308,P2,00392,partner
C01309,P1,00685,partner
C01310,P1,00686,partner
C01311,P3,00174,partner
C01312,P1,00687,partner
C01313,P1,00688,partner
C01314,P1,00689,partner
C01315,P1,00690,partner
C01316,P1,00691,partner
C01317,P1,00692,partner
C01318,P1,00693,partner
C01319,P2,00393,partner
C01320,P1,00694,partner
C01321,P1,00695,partner
C01322,P3,00175,partner
C01323,P1,00696,partner
C01324,P1,00697,partner
C01325,P3,00176,partner
C01326,P3,00177,partner
C01327,P3,00178,partner
C01328,P1,00698,partner
C01329,P2,00394,partner
C01330,P1,00699,partner
C01331,P2,00395,partner
C01332,DIRECT,00060,direct
C01333,P1,00700,partner
C01334,P2,00396,partner
C01335,DIRECT,00061,direct
C01336,P1,00701,partner
C01337,P1,00702,partner
C01338,P2,00397,partner
C01339,P3,00179,partner
C01340,P1,00703,partner
C01341,P1,00704,partner
C01342,P1,00705,partner
C01343,P3,00180,partner
C01344,P1,00706,partner
C01345,P2,00398,partner
C01346,P2,00399,partner
C01347,P1,00707,partner
C01348,P1,00708,partner
C01349,DIRECT,00062,direct
C01350,P1,00709,partner
C01351,P2,00400,partner
C01352,DIRECT,00063,direct
C01353,P1,00710,partner
C01354,P1,00711,partner
C01355,P3,00181,partner
C01356,P1,00712,partner
C01357,P1,00713,partner
C01358,P1,00714,partner
C01359,P1,00715,partner
C01360,P1,00716,partner
C01361,P1,00717,partner
C01362,P1,00718,partner
C01363,P1,00719,partner
C01364,P3,00182,partner
C01365,P3,00183,partner
C01366,P1,00720,partner
C01367,P1,00721,partner
C01368,P3,00184,partner
C01369,P1,00722,partner
C01370,P2,00401,partner
C01371,P2,00402,partner
C01372,P1,00723,partner
C01373,P2,00403,partner
C01374,P2,00404,partner
C01375,P1,00724,partner
C01376,P1,00725,partner
C01377,P1,00726,partner
C01378,P1,00727,partner
C01379,P1,00728,partner
C01380,P1,00729,partner
C01381,P2,00405,partner
C01382,P1,00730,partner
C01383,P2,00406,partner
C01384,P2,00407,partner
C01385,P1,00731,partner
C01386,P2,00408,partner
C01387,P1,00732,partner
C01388,P1,00733,partner
C01389,P2,00409,partner
C01390,P1,00734,partner
C01391,P2,00410,partner
C01392,P1,00735,partner
C01393,P2,00411,partner
C01394,P2,00412,partner
C01395,P1,00736,partner
C01396,P1,00737,partner
C01397,P1,00738,partner
C01398,P1,00739,partner
C01399,P2,00413,partner
C01400,P1,00740,partner
C01401,P1,00741,partner
C01402,P2,00414,partner
C01403,P3,00185,partner
C01404,P3,00186,partner
C01405,P3,00187,partner
C01406,P2,00415,partner
C01407,P1,00742,partner
C01408,P2,00416,partner
C01409,P2,00417,partner
C01410,P1,00743,partner
C01411,P1,00744,partner
C01412,P2,00418,partner
C01413,P2,00419,partner
C01414,P1,00745,partner
C01415,P2,00420,partner
C01416,P1,00746,partner
C01417,P1,00747,partner
C01418,P3,00188,partner
C01419,P1,00748,partner
C01420,P1,00749,partner
C01421,P1,00750,partner
C01422,P1,00751,partner
C01423,P3,00189,partner
C01424,P1,00752,partner
C01425,P3,00190,partner
C01426,P1,00753,partner
C01427,P2,00421,partner
C01428,P1,00754,partner
C01429,DIRECT,00064,direct
C01430,P1,00755,partner
C01431,P2,00422,partner
C01432,P1,00756,partner
C01433,P1,00757,partner
C01434,P3,00191,partner
C01435,P1,00758,partner
C01436,P3,00192,partner
C01437,P1,00759,partner
C01438,P1,00760,partner
C01439,DIRECT,00065,direct
C01440,P3,00193,partner
C01441,P2,00423,partner
C01442,P1,00761,partner
C01443,P1,00762,partner
C01444,P1,00763,partner
C01445,P1,00764,partner
C01446,P2,00424,partner
C01447,P2,00425,partner
C01448,P1,00765,partner
C01449,P1,00766,partner
C01450,P2,00426,partner
C01451,P3,00194,partner
C01452,DIRECT,00066,direct
C01453,P1,00767,partner
C01454,P1,00768,partner
C01455,P2,00427,partner
C01456,P1,00769,partner
C01457,P3,00195,partner
C01458,P1,00770,partner
C01459,P1,00771,partner
C01460,P1,00772,partner
C01461,P1,00773,partner
C01462,P1,00774,partner
C01463,P2,00428,partner
C01464,P1,00775,partner
C01465,P2,00429,partner
C01466,P3,00196,partner
C01467,P3,00197,partner
C01468,P1,00776,partner
C01469,P2,00430,partner
C01470,P1,00777,partner
C01471,P2,00431,partner
C01472,P1,00778,partner
C01473,P3,00198,partner
C01474,P1,00779,partner
C01475,P1,00780,partner
C01476,P1,00781,partner
C01477,P2,00432,partner
C01478,P2,00433,partner
C01479,P1,00782,partner
C01480,P2,00434,partner
C01481,P2,00435,partner
C01482,P2,00436,partner
C01483,P1,00783,partner
C01484,P1,00784,partner
C01485,P2,00437,partner
C01486,P3,00199,partner
C01487,P1,00785,partner
C01488,P1,00786,partner
C01489,P1,00787,partner
C01490,P1,00788,partner
C01491,P1,00789,partner
C01492,P2,00438,partner
C01493,P1,00790,partner
C01494,P2,00439,partner
C01495,P1,00791,partner
C01496,P2,00440,partner
C01497,P1,00792,partner
C01498,P3,00200,partner
C01499,P1,00793,partner
C01500,P1,00794,partner
C01501,P3,00201,partner
C01502,P3,00202,partner
C01503,P1,00795,partner
C01504,P2,00441,partner
C01505,DIRECT,00067,direct
C01506,P1,00796,partner
C01507,P3,00203,partner
C01508,P2,00442,partner
C01509,P3,00204,partner
C01510,P1,00797,partner
C01511,P3,00205,partner
C01512,P2,00443,partner
C01513,P3,00206,partner
C01514,P3,00207,partner
C01515,P3,00208,partner
C01516,DIRECT,00068,direct
C01517,DIRECT,00069,direct
C01518,P1,00798,partner
C01519,P1,00799,partner
C01520,P2,00444,partner
C01521,DIRECT,00070,direct
C01522,P2,00445,partner
C01523,P3,00209,partner
C01524,P2,00446,partner
C01525,P2,00447,partner
C01526,P2,00448,partner
C01527,P1,00800,partner
C01528,P1,00801,partner
C01529,P2,00449,partner
C01530,P1,00802,partner
C01531,P1,00803,partner
C01532,P3,00210,partner
C01533,P1,00804,partner
C01534,P1,00805,partner
C01535,P1,00806,partner
C01536,P3,00211,partner
C01537,P3,00212,partner
C01538,P3,00213,partner
C01539,P2,00450,partner
C01540,P1,00807,partner
C01541,P1,00808,partner
C01542,P3,00214,partner
C01543,P1,00809,partner
C01544,P1,00810,partner
C01545,P2,00451,partner
C01546,P1,00811,partner
C01547,P2,00452,partner
C01548,DIRECT,00071,direct
C01549,P2,00453,partner
C01550,P3,00215,partner
C01551,P1,00812,partner
C01552,P2,00454,partner
C01553,P3,00216,partner
C01554,P1,00813,partner
C01555,P2,00455,partner
C01556,P1,00814,partner
C01557,P1,00815,partner
C01558,P1,00816,partner
C01559,P3,00217,partner
C01560,P2,00456,partner
C01561,P1,00817,partner
C01562,P1,00818,partner
C01563,P3,00218,partner
C01564,P1,00819,partner
C01565,P1,00820,partner
C01566,P1,00821,partner
C01567,P1,00822,partner
C01568,DIRECT,00072,direct
C01569,P1,00823,partner
C01570,P1,00824,partner
C01571,P2,00457,partner
C01572,P2,00458,partner
C01573,P1,00825,partner
C01574,P2,00459,partner
C01575,P1,00826,partner
C01576,P3,00219,partner
C01577,P1,00827,partner
C01578,P2,00460,partner
C01579,P1,00828,partner
C01580,P2,00461,partner
C01581,P1,00829,partner
C01582,DIRECT,00073,direct
C01583,P3,00220,partner
C01584,P1,00830,partner
C01585,P1,00831,partner
C01586,P1,00832,partner
C01587,P2,00462,partner
C01588,P2,00463,partner
C01589,P1,00833,partner
C01590,P1,00834,partner
C01591,P2,00464,partner
C01592,P3,00221,partner
C01593,P1,00835,partner
C01594,P1,00836,partner
C01595,P2,00465,partner
C01596,P2,00466,partner
C01597,P1,00837,partner
C01598,P3,00222,partner
C01599,P2,00467,partner
C01600,P2,00468,partner
C01601,P1,00838,partner
C01602,P1,00839,partner
C01603,P1,00840,partner
C01604,P1,00841,partner
C01605,P1,00842,partner
C01606,P1,00843,partner
C01607,P1,00844,partner
C01608,P1,00845,partner
C01609,P2,00469,partner
C01610,P1,00846,partner
C01611,P2,00470,partner
C01612,P3,00223,partner
C01613,DIRECT,00074,direct
C01614,P1,00847,partner
C01615,P1,00848,partner
C01616,P3,00224,partner
C01617,P1,00849,partner
C01618,P2,00471,partner
C01619,P2,00472,partner
C01620,P3,00225,partner
C01621,P1,00850,partner
C01622,P2,00473,partner
C01623,P1,00851,partner
C01624,P2,00474,partner
C01625,P2,00475,partner
C01626,P3,00226,partner
C01627,P1,00852,partner
C01628,P1,00853,partner
C01629,P3,00227,partner
C01630,P1,00854,partner
C01631,P1,00855,partner
C01632,P2,00476,partner
C01633,P1,00856,partner
C01634,P2,00477,partner
C01635,P1,00857,partner
C01636,P3,00228,partner
C01637,P2,00478,partner
C01638,P2,00479,partner
C01639,P2,00480,partner
C01640,P1,00858,partner
C01641,P2,00481,partner
C01642,P2,00482,partner
C01643,P1,00859,partner
C01644,P3,00229,partner
C01645,P1,00860,partner
C01646,P2,00483,partner
C01647,P2,00484,partner
C01648,P2,00485,partner
C01649,P1,00861,partner
C01650,P1,00862,partner
C01651,P1,00863,partner
C01652,P3,00230,partner
C01653,P1,00864,partner
C01654,P2,00486,partner
C01655,P2,00487,partner
C01656,P3,00231,partner
C01657,P3,00232,partner
C01658,P2,00488,partner
C01659,P3,00233,partner
C01660,P1,00865,partner
C01661,P1,00866,partner
C01662,P2,00489,partner
C01663,P3,00234,partner
C01664,P1,00867,partner
C01665,P1,00868,partner
C01666,P3,00235,partner
C01667,P2,00490,partner
C01668,P2,00491,partner
C01669,P1,00869,partner
C01670,P1,00870,partner
C01671,P1,00871,partner
C01672,P1,00872,partner
C01673,P1,00873,partner
C01674,P2,00492,partner
C01675,DIRECT,00075,direct
C01676,P2,00493,partner
C01677,P1,00874,partner
C01678,P3,00236,partner
C01679,P2,00494,partner
C01680,P2,00495,partner
C01681,P1,00875,partner
C01682,P1,00876,partner
C01683,P1,00877,partner
C01684,P3,00237,partner
C01685,P2,00496,partner
C01686,P2,00497,partner
C01687,P1,00878,partner
C01688,P1,00879,partner
C01689,P1,00880,partner
C01690,P3,00238,partner
C01691,P1,00881,partner
C01692,P2,00498,partner
C01693,P2,00499,partner
C01694,P3,00239,partner
C01695,P2,00500,partner
C01696,P1,00882,partner
C01697,DIRECT,00076,direct
C01698,P1,00883,partner
C01699,P3,00240,partner
C01700,P2,00501,partner
C01701,P1,00884,partner
C01702,DIRECT,00077,direct
C01703,P1,00885,partner
C01704,P1,00886,partner
C01705,P2,00502,partner
C01706,P1,00887,partner
C01707,P1,00888,partner
C01708,P2,00503,partner
C01709,P1,00889,partner
C01710,P1,00890,partner
C01711,P1,00891,partner
C01712,P1,00892,partner
C01713,P1,00893,partner
C01714,P1,00894,partner
C01715,P3,00241,partner
C01716,P1,00895,partner
C01717,P2,00504,partner
C01718,P1,00896,partner
C01719,P2,00505,partner
C01720,P1,00897,partner
C01721,P1,00898,partner
C01722,P1,00899,partner
C01723,P3,00242,partner
C01724,P2,00506,partner
C01725,P1,00900,partner
C01726,P1,00901,partner
C01727,P3,00243,partner
C01728,P2,00507,partner
C01729,P1,00902,partner
C01730,P3,00244,partner
C01731,P1,00903,partner
C01732,P1,00904,partner
C01733,P3,00245,partner
C01734,P3,00246,partner
C01735,P1,00905,partner
C01736,P2,00508,partner
C01737,P3,00247,partner
C01738,P3,00248,partner
C01739,P3,00249,partner
C01740,P1,00906,partner
C01741,P1,00907,partner
C01742,P1,00908,partner
C01743,P3,00250,partner
C01744,P3,00251,partner
C01745,P2,00509,partner
C01746,P1,00909,partner
C01747,P2,00510,partner
C01748,P2,00511,partner
C01749,P3,00252,partner
C01750,P3,00253,partner
C01751,P1,00910,partner
C01752,P2,00512,partner
C01753,P2,00513,partner
C01754,P1,00911,partner
C01755,P2,00514,partner
C01756,P1,00912,partner
C01757,P2,00515,partner
C01758,P1,00913,partner
C01759,P1,00914,partner
C01760,P1,00915,partner
C01761,P2,00516,partner
C01762,P1,00916,partner
C01763,P2,00517,partner
C01764,P1,00917,partner
C01765,P2,00518,partner
C01766,P1,00918,partner
C01767,P1,00919,partner
C01768,P1,00920,partner
C01769,P1,00921,partner
C01770,P3,00254,partner
C01771,P2,00519,partner
C01772,P1,00922,partner
C01773,P1,00923,partner
C01774,P3,00255,partner
C01775,P2,00520,partner
C01776,P1,00924,partner
C01777,P1,00925,partner
C01778,P2,00521,partner
C01779,P3,00256,partner
C01780,P1,00926,partner
C01781,P2,00522,partner
C01782,P3,00257,partner
C01783,P3,00258,partner
C01784,P1,00927,partner
C01785,P1,00928,partner
C01786,DIRECT,00078,direct
C01787,P3,00259,partner
C01788,P1,00929,partner
C01789,P3,00260,partner
C01790,P2,00523,partner
C01791,DIRECT,00079,direct
C01792,P1,00930,partner
C01793,P1,00931,partner
C01794,P1,00932,partner
C01795,P2,00524,partner
C01796,DIRECT,00080,direct
C01797,P1,00933,partner
C01798,P1,00934,partner
C01799,P3,00261,partner
C01800,P2,00525,partner
C01801,P2,00526,partner
C01802,P1,00935,partner
C01803,P1,00936,partner
C01804,P2,00527,partner
C01805,P3,00262,partner
C01806,P3,00263,partner
C01807,P1,00937,partner
C01808,P1,00938,partner
C01809,P1,00939,partner
C01810,P1,00940,partner
C01811,P1,00941,partner
C01812,P1,00942,partner
C01813,P2,00528,partner
C01814,P3,00264,partner
C01815,P1,00943,partner
C01816,P3,00265,partner
C01817,P1,00944,partner
C01818,P1,00945,partner
C01819,P1,00946,partner
C01820,P1,00947,partner
C01821,P1,00948,partner
C01822,P2,00529,partner
C01823,P1,00949,partner
C01824,P2,00530,partner
C01825,P2,00531,partner
C01826,P3,00266,partner
C01827,P1,00950,partner
C01828,DIRECT,00081,direct
C01829,P1,00951,partner
C01830,P1,00952,partner
C01831,P2,00532,partner
C01832,P1,00953,partner
C01833,P1,00954,partner
C01834,P2,00533,partner
C01835,P1,00955,partner
C01836,P3,00267,partner
C01837,P2,00534,partner
C01838,P1,00956,partner
C01839,P3,00268,partner
C01840,P2,00535,partner
C01841,P3,00269,partner
C01842,P2,00536,partner
C01843,P3,00270,partner
C01844,P2,00537,partner
C01845,P2,00538,partner
C01846,P3,00271,partner
C01847,P3,00272,partner
C01848,P2,00539,partner
C01849,P1,00957,partner
C01850,P1,00958,partner
C01851,P1,00959,partner
C01852,P2,00540,partner
C01853,P1,00960,partner
C01854,P2,00541,partner
C01855,P2,00542,partner
C01856,P1,00961,partner
C01857,P1,00962,partner
C01858,P2,00543,partner
C01859,P1,00963,partner
C01860,P1,00964,partner
C01861,P2,00544,partner
C01862,P1,00965,partner
C01863,P2,00545,partner
C01864,P1,00966,partner
C01865,DIRECT,00082,direct
C01866,P1,00967,partner
C01867,P1,00968,partner
C01868,P1,00969,partner
C01869,P1,00970,partner
C01870,P1,00971,partner
C01871,P1,00972,partner
C01872,DIRECT,00083,direct
C01873,P1,00973,partner
C01874,P1,00974,partner
C01875,P2,00546,partner
C01876,P2,00547,partner
C01877,P1,00975,partner
C01878,P3,00273,partner
C01879,P1,00976,partner
C01880,P1,00977,partner
C01881,P1,00978,partner
C01882,P1,00979,partner
C01883,DIRECT,00084,direct
C01884,P2,00548,partner
C01885,P1,00980,partner
C01886,P1,00981,partner
C01887,P1,00982,partner
C01888,P1,00983,partner
C01889,P1,00984,partner
C01890,P1,00985,partner
C01891,P1,00986,partner
C01892,P1,00987,partner
C01893,P3,00274,partner
C01894,DIRECT,00085,direct
C01895,P2,00549,partner
C01896,P1,00988,partner
C01897,P3,00275,partner
C01898,P1,00989,partner
C01899,DIRECT,00086,direct
C01900,P3,00276,partner
C01901,P2,00550,partner
C01902,P1,00990,partner
C01903,P1,00991,partner
C01904,P1,00992,partner
C01905,P2,00551,partner
C01906,P1,00993,partner
C01907,P2,00552,partner
C01908,P1,00994,partner
C01909,P1,00995,partner
C01910,P1,00996,partner
C01911,P2,00553,partner
C01912,P3,00277,partner
C01913,P1,00997,partner
C01914,P3,00278,partner
C01915,DIRECT,00087,direct
C01916,P1,00998,partner
C01917,P2,00554,partner
C01918,P1,00999,partner
C01919,P3,00279,partner
C01920,P1,01000,partner
C01921,P1,01001,partner
C01922,P1,01002,partner
C01923,P3,00280,partner
C01924,P1,01003,partner
C01925,P1,01004,partner
C01926,P2,00555,partner
C01927,P1,01005,partner
C01928,P1,01006,partner
C01929,P1,01007,partner
C01930,P1,01008,partner
C01931,P1,01009,partner
C01932,P1,01010,partner
C01933,P2,00556,partner
C01934,P2,00557,partner
C01935,P3,00281,partner
C01936,P3,00282,partner
C01937,P1,01011,partner
C01938,P1,01012,partner
C01939,P2,00558,partner
C01940,P1,01013,partner
C01941,P1,01014,partner
C01942,P3,00283,partner
C01943,DIRECT,00088,direct
C01944,P2,00559,partner
C01945,P3,00284,partner
C01946,P2,00560,partner
C01947,P1,01015,partner
C01948,P2,00561,partner
C01949,P1,01016,partner
C01950,P2,00562,partner
C01951,P3,00285,partner
C01952,DIRECT,00089,direct
C01953,P1,01017,partner
C01954,DIRECT,00090,direct
C01955,P3,00286,partner
C01956,P1,01018,partner
C01957,P1,01019,partner
C01958,P1,01020,partner
C01959,P3,00287,partner
C01960,P1,01021,partner
C01961,P3,00288,partner
C01962,P3,00289,partner
C01963,P3,00290,partner
C01964,P1,01022,partner
C01965,P1,01023,partner
C01966,P1,01024,partner
C01967,P1,01025,partner
C01968,P2,00563,partner
C01969,P2,00564,partner
C01970,P2,00565,partner
C01971,P1,01026,partner
C01972,P1,01027,partner
C01973,P2,00566,partner
C01974,DIRECT,00091,direct
C01975,P1,01028,partner
C01976,P2,00567,partner
C01977,P1,01029,partner
C01978,P1,01030,partner
C01979,P1,01031,partner
C01980,P1,01032,partner
C01981,P1,01033,partner
C01982,P1,01034,partner
C01983,P2,00568,partner
C01984,P2,00569,partner
C01985,P1,01035,partner
C01986,P1,01036,partner
C01987,P1,01037,partner
C01988,P3,00291,partner
C01989,P2,00570,partner
C01990,P2,00571,partner
C01991,P2,00572,partner
C01992,P1,01038,partner
C01993,P2,00573,partner
C01994,P2,00574,partner
C01995,P1,01039,partner
C01996,P3,00292,partner
C01997,DIRECT,00092,direct
C01998,P1,01040,partner
C01999,P1,01041,partner
C02000,P3,00293,partner
C02001,P2,00575,partner
C02002,P1,01042,partner
C02003,DIRECT,00093,direct
C02004,P2,00576,partner
C02005,P3,00294,partner
C02006,P1,01043,partner
C02007,P1,01044,partner
C02008,P2,00577,partner
C02009,P3,00295,partner
C02010,P1,01045,partner
C02011,P2,00578,partner
C02012,P3,00296,partner
C02013,P3,00297,partner
C02014,P1,01046,partner
C02015,P1,01047,partner
C02016,P2,00579,partner
C02017,P1,01048,partner
C02018,P1,01049,partner
C02019,DIRECT,00094,direct
C02020,P1,01050,partner
C02021,P2,00580,partner
C02022,DIRECT,00095,direct
C02023,P1,01051,partner
C02024,P1,01052,partner
C02025,P2,00581,partner
C02026,P3,00298,partner
C02027,P1,01053,partner
C02028,P1,01054,partner
C02029,P1,01055,partner
C02030,P1,01056,partner
C02031,P1,01057,partner
C02032,P1,01058,partner
C02033,P2,00582,partner
C02034,P2,00583,partner
C02035,P1,01059,partner
C02036,P1,01060,partner
C02037,P2,00584,partner
C02038,P1,01061,partner
C02039,P1,01062,partner
C02040,P2,00585,partner
C02041,P1,01063,partner
C02042,P3,00299,partner
C02043,P1,01064,partner
C02044,P2,00586,partner
C02045,P2,00587,partner
C02046,P1,01065,partner
C02047,P1,01066,partner
C02048,P2,00588,partner
C02049,P2,00589,partner
C02050,P2,00590,partner
C02051,DIRECT,00096,direct
C02052,P2,00591,partner
C02053,P2,00592,partner
C02054,P1,01067,partner
C02055,P2,00593,partner
C02056,P2,00594,partner
C02057,P1,01068,partner
C02058,P1,01069,partner
C02059,P1,01070,partner
C02060,P3,00300,partner
C02061,P1,01071,partner
C02062,P1,01072,partner
C02063,P1,01073,partner
C02064,P1,01074,partner
C02065,P1,01075,partner
C02066,P1,01076,partner
C02067,P1,01077,partner
C02068,P3,00301,partner
C02069,P1,01078,partner
C02070,P1,01079,partner
C02071,P1,01080,partner
C02072,P1,01081,partner
C02073,P2,00595,partner
C02074,P1,01082,partner
C02075,P1,01083,partner
C02076,P1,01084,partner
C02077,P2,00596,partner
C02078,P2,00597,partner
C02079,P2,00598,partner
C02080,P2,00599,partner
C02081,P3,00302,partner
C02082,P2,00600,partner
C02083,P2,00601,partner
C02084,P1,01085,partner
C02085,P1,01086,partner
C02086,P3,00303,partner
C02087,P3,00304,partner
C02088,P3,00305,partner
C02089,P2,00602,partner
C02090,P1,01087,partner
C02091,DIRECT,00097,direct
C02092,P2,00603,partner
C02093,P1,01088,partner
C02094,P2,00604,partner
C02095,P2,00605,partner
C02096,P2,00606,partner
C02097,P2,00607,partner
C02098,P3,00306,partner
C02099,P3,00307,partner
C02100,P1,01089,partner
C02101,P2,00608,partner
C02102,P3,00308,partner
C02103,P2,00609,partner
C02104,P3,00309,partner
C02105,P2,00610,partner
C02106,P3,00310,partner
C02107,P1,01090,partner
C02108,P1,01091,partner
C02109,P3,00311,partner
C02110,P2,00611,partner
C02111,P1,01092,partner
C02112,P1,01093,partner
C02113,P2,00612,partner
C02114,P3,00312,partner
C02115,P1,01094,partner
C02116,P2,00613,partner
C02117,P2,00614,partner
C02118,P1,01095,partner
C02119,P1,01096,partner
C02120,P3,00313,partner
C02121,P3,00314,partner
C02122,P2,00615,partner
C02123,P3,00315,partner
C02124,P2,00616,partner
C02125,P3,00316,partner
C02126,P2,00617,partner
