subscription_key,customer_key,term_type,opened_date,register_quantity,register_status,register_status_date
S00997,C00909,monthly,2025-04-15,4,active,2025-04-15
S00998,C00910,annual,2025-07-11,16,active,2025-07-11
S00999,C00911,annual,2026-04-04,6,active,2026-04-04
S01000,C00912,annual,2025-10-24,1,active,2025-10-24
S01001,C00913,annual,2025-04-03,22,active,2025-04-03
S01002,C00914,monthly,2026-04-01,6,active,2026-04-01
S01003,C00915,annual,2025-01-25,20,active,2025-01-25
S01004,C00916,annual,2026-06-15,5,active,2026-06-15
S01005,C00917,annual,2026-05-09,4,active,2026-05-09
S01006,C00918,annual,2025-09-28,13,active,2025-09-28
S01007,C00919,monthly,2025-04-21,19,active,2025-04-21
S01008,C00919,annual,2025-07-02,1,active,2025-07-02
S01009,C00920,annual,2025-08-31,80,active,2025-08-31
S01010,C00921,annual,2025-08-02,3,active,2025-08-02
S01011,C00922,annual,2025-07-13,11,active,2025-07-13
S01012,C00923,annual,2026-03-12,14,active,2026-03-12
S01013,C00924,monthly,2026-05-28,7,active,2026-05-28
S01014,C00925,annual,2025-06-26,3,active,2025-06-26
S01015,C00925,annual,2026-03-04,14,active,2026-03-04
S01016,C00926,monthly,2024-09-06,6,active,2024-09-06
S01017,C00927,annual,2025-08-14,0,cancelled,2025-12-24
S01018,C00928,annual,2026-05-03,1,active,2026-05-03
S01019,C00929,annual,2024-11-21,15,active,2024-11-21
S01020,C00930,annual,2026-01-22,6,active,2026-01-22
S01021,C00931,annual,2025-04-07,265,active,2025-04-07
S01022,C00932,annual,2025-06-23,9,active,2025-06-23
S01023,C00933,annual,2024-10-01,39,active,2024-10-01
S01024,C00934,monthly,2024-09-12,5,active,2024-09-12
S01025,C00935,annual,2024-12-03,0,cancelled,2024-12-21
S01026,C00935,annual,2026-04-18,26,active,2026-04-18
S01027,C00936,annual,2025-02-19,1,active,2025-02-19
S01028,C00937,annual,2025-07-25,10,active,2025-07-25
S01029,C00938,monthly,2024-12-02,3,active,2024-12-02
S01030,C00939,annual,2024-09-06,7,active,2024-09-06
S01031,C00940,monthly,2024-09-10,9,active,2024-09-10
S01032,C00941,annual,2026-01-02,11,active,2026-01-02
S01033,C00942,monthly,2024-08-27,9,active,2024-08-27
S01034,C00943,annual,2024-12-10,0,cancelled,2025-10-08
S01035,C00944,monthly,2025-01-24,5,active,2025-01-24
S01036,C00945,annual,2025-09-13,4,active,2025-09-13
S01037,C00946,monthly,2025-02-24,11,active,2025-02-24
S01038,C00947,annual,2026-03-07,12,active,2026-03-07
S01039,C00948,annual,2024-12-06,45,active,2024-12-06
S01040,C00949,annual,2025-04-06,7,active,2025-04-06
S01041,C00950,annual,2025-04-10,13,active,2025-04-10
S01042,C00951,annual,2026-03-31,16,active,2026-03-31
S01043,C00951,annual,2026-05-25,43,active,2026-05-25
S01044,C00952,annual,2024-09-10,11,active,2024-09-10
S01045,C00953,monthly,2025-02-03,4,active,2025-02-03
S01046,C00954,annual,2025-07-17,4,active,2025-07-17
S01047,C00954,annual,2026-04-27,1,active,2026-04-27
S01048,C00955,monthly,2024-08-18,0,cancelled,2025-10-27
S01049,C00956,annual,2025-02-22,2,active,2025-02-22
S01050,C00957,monthly,2026-05-10,13,active,2026-05-10
S01051,C00958,monthly,2024-08-26,39,active,2024-08-26
S01052,C00958,monthly,2025-02-21,16,active,2025-02-21
S01053,C00959,annual,2026-02-19,11,active,2026-02-19
S01054,C00960,annual,2026-02-04,6,active,2026-02-04
S01055,C00961,annual,2025-07-05,21,active,2025-07-05
S01056,C00962,annual,2025-05-10,2,active,2025-05-10
S01057,C00963,monthly,2025-02-16,0,cancelled,2026-02-02
S01058,C00964,annual,2026-02-03,11,active,2026-02-03
S01059,C00965,monthly,2024-11-05,0,cancelled,2025-09-05
S01060,C00966,annual,2026-05-17,61,active,2026-05-17
S01061,C00967,annual,2025-03-29,13,active,2025-03-29
S01062,C00968,monthly,2025-01-19,4,active,2025-01-19
S01063,C00968,monthly,2025-04-05,4,active,2025-04-05
S01064,C00969,monthly,2025-05-11,7,active,2025-05-11
S01065,C00970,monthly,2025-06-15,1,active,2025-06-15
S01066,C00971,annual,2026-05-13,3,active,2026-05-13
S01067,C00972,annual,2024-11-09,1,active,2024-11-09
S01068,C00973,monthly,2024-12-19,1,active,2024-12-19
S01069,C00974,annual,2024-07-10,0,cancelled,2025-06-05
S01070,C00974,annual,2026-04-19,11,active,2026-04-19
S01071,C00975,annual,2026-01-16,0,cancelled,2026-03-01
S01072,C00976,annual,2025-02-17,6,active,2025-02-17
S01073,C00976,annual,2025-12-21,65,active,2025-12-21
S01074,C00977,annual,2025-11-11,18,active,2025-11-11
S01075,C00978,monthly,2025-10-08,11,active,2025-10-08
S01076,C00979,annual,2025-11-23,385,active,2025-11-23
S01077,C00980,annual,2025-11-25,6,active,2025-11-25
S01078,C00981,annual,2025-03-16,2,active,2025-03-16
S01079,C00982,monthly,2025-05-09,68,active,2025-05-09
S01080,C00983,annual,2025-10-29,4,active,2025-10-29
S01081,C00984,monthly,2025-03-08,10,active,2025-03-08
S01082,C00985,monthly,2025-08-01,63,active,2025-08-01
S01083,C00986,annual,2025-08-12,0,cancelled,2026-01-24
S01084,C00987,annual,2024-12-28,28,active,2024-12-28
S01085,C00988,annual,2025-09-02,5,active,2025-09-02
S01086,C00989,annual,2025-11-03,8,active,2025-11-03
S01087,C00990,annual,2026-06-29,11,active,2026-06-29
S01088,C00991,annual,2024-08-08,3,active,2024-08-08
S01089,C00992,annual,2025-01-24,0,cancelled,2025-06-12
S01090,C00993,monthly,2025-06-11,18,active,2025-06-11
S01091,C00994,annual,2024-08-18,9,active,2024-08-18
S01092,C00995,annual,2026-05-31,28,active,2026-05-31
S01093,C00996,annual,2025-11-04,2,active,2025-11-04
S01094,C00997,monthly,2026-02-26,0,cancelled,2026-06-24
S01095,C00998,monthly,2025-06-10,5,active,2025-06-10
S01096,C00999,monthly,2025-08-09,15,active,2025-08-09
S01097,C01000,annual,2024-12-23,0,cancelled,2025-07-20
S01098,C01001,annual,2024-12-10,0,cancelled,2025-07-29
S01099,C01002,annual,2025-02-03,5,active,2025-02-03
S01100,C01003,annual,2024-12-14,24,active,2024-12-14
S01101,C01004,annual,2025-01-29,4,active,2025-01-29
S01102,C01005,annual,2025-12-26,24,active,2025-12-26
S01103,C01006,annual,2026-03-28,1,active,2026-03-28
S01104,C01007,annual,2024-11-09,6,active,2024-11-09
S01105,C01008,monthly,2025-08-29,5,active,2025-08-29
S01106,C01009,monthly,2026-06-23,15,active,2026-06-23
S01107,C01010,annual,2025-06-27,4,active,2025-06-27
S01108,C01011,monthly,2025-01-14,3,active,2025-01-14
S01109,C01012,monthly,2025-01-07,6,active,2025-01-07
S01110,C01012,annual,2025-08-10,29,active,2025-08-10
S01111,C01013,annual,2025-09-28,4,active,2025-09-28
S01112,C01014,annual,2026-06-10,9,active,2026-06-10
S01113,C01015,annual,2025-02-10,9,active,2025-02-10
S01114,C01016,monthly,2025-11-13,3,active,2025-11-13
S01115,C01017,annual,2026-04-06,0,cancelled,2026-06-11
S01116,C01018,annual,2025-06-27,2,active,2025-06-27
S01117,C01018,annual,2025-08-03,4,active,2025-08-03
S01118,C01019,monthly,2025-09-22,50,active,2025-09-22
S01119,C01019,monthly,2026-03-05,2,active,2026-03-05
S01120,C01020,monthly,2024-08-08,5,active,2024-08-08
S01121,C01021,annual,2024-09-30,47,active,2024-09-30
S01122,C01021,monthly,2025-06-09,6,active,2025-06-09
S01123,C01022,annual,2025-05-22,10,active,2025-05-22
S01124,C01023,monthly,2026-04-21,4,active,2026-04-21
S01125,C01024,annual,2025-12-02,0,cancelled,2026-04-27
S01126,C01025,annual,2025-04-03,2,active,2025-04-03
S01127,C01026,annual,2025-06-05,14,active,2025-06-05
S01128,C01027,annual,2025-05-22,127,active,2025-05-22
S01129,C01028,annual,2025-02-18,22,active,2025-02-18
S01130,C01028,annual,2025-03-31,6,active,2025-03-31
S01131,C01029,monthly,2025-02-16,3,active,2025-02-16
S01132,C01030,annual,2026-04-21,16,active,2026-04-21
S01133,C01031,monthly,2025-02-19,6,active,2025-02-19
S01134,C01032,annual,2026-06-07,28,active,2026-06-07
S01135,C01033,annual,2024-10-24,11,active,2024-10-24
S01136,C01034,annual,2025-01-08,4,active,2025-01-08
S01137,C01035,annual,2025-03-02,11,active,2025-03-02
S01138,C01035,monthly,2026-06-01,6,active,2026-06-01
S01139,C01036,annual,2025-10-17,4,active,2025-10-17
S01140,C01037,annual,2025-08-18,17,active,2025-08-18
S01141,C01038,annual,2025-04-14,7,active,2025-04-14
S01142,C01039,annual,2026-06-21,6,active,2026-06-21
S01143,C01040,annual,2025-06-23,7,active,2025-06-23
S01144,C01041,monthly,2026-01-04,296,active,2026-01-04
S01145,C01042,monthly,2025-02-11,2,active,2025-02-11
S01146,C01043,monthly,2026-06-23,3,active,2026-06-23
S01147,C01044,monthly,2026-05-12,6,active,2026-05-12
S01148,C01045,monthly,2024-11-14,5,active,2024-11-14
S01149,C01046,annual,2025-06-11,27,active,2025-06-11
S01150,C01047,monthly,2026-05-29,4,active,2026-05-29
S01151,C01048,annual,2026-03-31,2,active,2026-03-31
S01152,C01049,annual,2025-12-24,4,active,2025-12-24
S01153,C01050,monthly,2026-02-21,6,active,2026-02-21
S01154,C01051,monthly,2025-09-12,48,active,2025-09-12
S01155,C01052,monthly,2026-05-31,3,active,2026-05-31
S01156,C01053,monthly,2024-09-27,0,cancelled,2025-07-28
S01157,C01054,monthly,2024-11-15,532,active,2024-11-15
S01158,C01055,annual,2025-03-05,2,active,2025-03-05
S01159,C01056,annual,2025-03-07,6,active,2025-03-07
S01160,C01057,monthly,2025-06-07,3,active,2025-06-07
S01161,C01058,monthly,2026-03-20,20,active,2026-03-20
S01162,C01059,monthly,2025-04-20,4,active,2025-04-20
S01163,C01060,annual,2026-04-29,6,active,2026-04-29
S01164,C01061,monthly,2024-09-19,7,active,2024-09-19
S01165,C01062,monthly,2025-03-20,7,active,2025-03-20
S01166,C01062,annual,2026-01-02,7,active,2026-01-02
S01167,C01063,monthly,2025-01-06,0,cancelled,2025-07-29
S01168,C01064,annual,2026-01-09,0,cancelled,2026-06-06
S01169,C01065,annual,2024-09-29,14,active,2024-09-29
S01170,C01066,annual,2024-11-01,59,active,2024-11-01
S01171,C01067,monthly,2024-11-11,5,active,2024-11-11
S01172,C01068,annual,2025-08-22,7,active,2025-08-22
S01173,C01069,monthly,2025-11-11,16,active,2025-11-11
S01174,C01070,annual,2024-09-22,0,cancelled,2026-04-23
S01175,C01071,monthly,2024-09-25,3,active,2024-09-25
S01176,C01072,annual,2024-09-07,10,active,2024-09-07
S01177,C01072,annual,2024-11-04,15,active,2024-11-04
S01178,C01073,monthly,2025-11-21,5,active,2025-11-21
S01179,C01074,annual,2025-02-27,588,active,2025-02-27
S01180,C01075,monthly,2024-09-21,2,active,2024-09-21
S01181,C01076,annual,2025-05-21,0,cancelled,2025-06-30
S01182,C01077,monthly,2025-07-08,6,active,2025-07-08
S01183,C01078,monthly,2026-03-01,3,active,2026-03-01
S01184,C01078,annual,2026-05-06,15,active,2026-05-06
S01185,C01079,monthly,2026-01-13,4,active,2026-01-13
S01186,C01080,monthly,2025-08-11,10,active,2025-08-11
S01187,C01081,monthly,2026-04-25,3,active,2026-04-25
S01188,C01082,monthly,2025-02-17,13,active,2025-02-17
S01189,C01083,monthly,2026-03-12,4,active,2026-03-12
S01190,C01084,monthly,2024-12-01,0,cancelled,2025-04-09
S01191,C01085,monthly,2025-02-18,32,active,2025-02-18
S01192,C01086,monthly,2025-12-09,6,active,2025-12-09
S01193,C01087,annual,2026-02-08,9,active,2026-02-08
S01194,C01088,annual,2025-08-08,12,active,2025-08-08
S01195,C01089,annual,2026-03-13,12,active,2026-03-13
S01196,C01090,monthly,2025-03-20,3,active,2025-03-20
S01197,C01091,monthly,2025-11-05,8,active,2025-11-05
S01198,C01092,monthly,2024-10-17,0,cancelled,2026-01-13
S01199,C01093,monthly,2025-08-25,15,active,2025-08-25
S01200,C01094,annual,2025-05-16,35,active,2025-05-16
S01201,C01095,annual,2025-04-04,8,active,2025-04-04
S01202,C01096,annual,2026-03-18,0,cancelled,2026-04-28
S01203,C01097,annual,2024-09-12,93,active,2024-09-12
S01204,C01098,monthly,2024-08-06,53,active,2024-08-06
S01205,C01099,annual,2024-10-22,0,cancelled,2025-02-09
S01206,C01100,monthly,2025-08-30,2,active,2025-08-30
S01207,C01100,monthly,2025-10-09,4,active,2025-10-09
S01208,C01101,monthly,2025-11-28,7,active,2025-11-28
S01209,C01102,annual,2024-07-08,0,cancelled,2026-01-13
S01210,C01103,annual,2024-10-15,0,cancelled,2025-10-20
S01211,C01104,monthly,2025-09-19,0,cancelled,2025-11-02
S01212,C01105,annual,2026-06-01,8,active,2026-06-01
S01213,C01106,annual,2026-03-24,6,active,2026-03-24
S01214,C01107,annual,2026-06-09,3,active,2026-06-09
S01215,C01108,monthly,2025-04-19,9,active,2025-04-19
S01216,C01109,monthly,2026-06-10,3,active,2026-06-10
S01217,C01110,annual,2025-07-27,4,active,2025-07-27
S01218,C01110,annual,2025-11-03,5,active,2025-11-03
S01219,C01111,annual,2024-12-28,1,active,2024-12-28
S01220,C01111,annual,2025-03-24,3,active,2025-03-24
S01221,C01112,annual,2024-10-12,0,cancelled,2026-06-14
S01222,C01113,monthly,2025-08-27,19,active,2025-08-27
S01223,C01114,annual,2025-08-04,4,active,2025-08-04
S01224,C01115,monthly,2025-07-08,4,active,2025-07-08
S01225,C01116,monthly,2024-08-12,2,active,2024-08-12
S01226,C01117,annual,2024-08-28,57,active,2024-08-28
S01227,C01118,monthly,2025-03-15,8,active,2025-03-15
S01228,C01119,monthly,2024-11-18,2,active,2024-11-18
S01229,C01120,annual,2025-04-21,24,active,2025-04-21
S01230,C01121,monthly,2026-05-03,3,active,2026-05-03
S01231,C01122,annual,2024-12-19,6,active,2024-12-19
S01232,C01123,annual,2026-05-20,2,active,2026-05-20
S01233,C01124,annual,2024-08-03,17,active,2024-08-03
S01234,C01125,monthly,2025-03-04,9,active,2025-03-04
S01235,C01126,monthly,2025-03-12,15,active,2025-03-12
S01236,C01127,annual,2026-05-10,9,active,2026-05-10
S01237,C01128,annual,2026-05-19,10,active,2026-05-19
S01238,C01129,monthly,2026-04-09,80,active,2026-04-09
S01239,C01130,annual,2025-06-18,0,cancelled,2025-08-10
S01240,C01131,monthly,2025-02-07,0,cancelled,2026-02-05
S01241,C01132,monthly,2024-12-28,16,active,2024-12-28
S01242,C01133,monthly,2025-08-21,11,active,2025-08-21
S01243,C01133,monthly,2025-12-22,4,active,2025-12-22
S01244,C01134,monthly,2025-05-08,15,active,2025-05-08
S01245,C01135,monthly,2026-01-20,6,active,2026-01-20
S01246,C01136,annual,2024-10-01,135,active,2024-10-01
S01247,C01137,annual,2025-09-05,0,cancelled,2025-09-14
S01248,C01138,annual,2024-12-19,3,active,2024-12-19
S01249,C01139,monthly,2024-09-25,4,active,2024-09-25
S01250,C01140,annual,2025-08-25,1,active,2025-08-25
S01251,C01141,annual,2025-05-24,11,active,2025-05-24
S01252,C01142,annual,2025-03-19,0,cancelled,2025-10-04
S01253,C01143,monthly,2025-04-25,1,active,2025-04-25
S01254,C01144,annual,2024-11-26,6,active,2024-11-26
S01255,C01144,annual,2025-08-29,10,active,2025-08-29
S01256,C01145,annual,2025-07-01,17,active,2025-07-01
S01257,C01145,annual,2026-02-23,13,active,2026-02-23
S01258,C01146,monthly,2025-07-23,6,active,2025-07-23
S01259,C01147,monthly,2025-03-18,2,active,2025-03-18
S01260,C01148,annual,2025-07-13,30,active,2025-07-13
S01261,C01149,monthly,2024-11-09,9,active,2024-11-09
S01262,C01150,annual,2025-02-19,3,active,2025-02-19
S01263,C01151,monthly,2026-04-15,6,active,2026-04-15
S01264,C01152,monthly,2024-07-03,7,active,2024-07-03
S01265,C01152,monthly,2025-09-05,1,active,2025-09-05
S01266,C01153,monthly,2025-05-18,24,active,2025-05-18
S01267,C01154,annual,2026-02-16,1,active,2026-02-16
S01268,C01155,annual,2025-06-22,2,active,2025-06-22
S01269,C01156,annual,2024-10-14,16,active,2024-10-14
S01270,C01157,annual,2026-05-24,57,active,2026-05-24
S01271,C01157,monthly,2026-06-28,8,active,2026-06-28
S01272,C01158,annual,2025-02-05,7,active,2025-02-05
S01273,C01159,annual,2025-07-26,1,active,2025-07-26
S01274,C01160,annual,2026-02-24,16,active,2026-02-24
S01275,C01161,annual,2025-02-15,1,active,2025-02-15
S01276,C01162,annual,2025-05-06,4,active,2025-05-06
S01277,C01163,annual,2024-08-09,8,active,2024-08-09
S01278,C01164,annual,2025-12-27,2,active,2025-12-27
S01279,C01165,annual,2024-07-20,27,active,2024-07-20
S01280,C01166,annual,2026-01-20,0,cancelled,2026-01-27
S01281,C01167,annual,2025-03-13,19,active,2025-03-13
S01282,C01168,annual,2024-10-04,17,active,2024-10-04
S01283,C01169,annual,2024-07-10,13,active,2024-07-10
S01284,C01170,annual,2024-10-26,3,active,2024-10-26
S01285,C01171,annual,2025-06-21,7,active,2025-06-21
S01286,C01172,monthly,2024-10-03,2,active,2024-10-03
S01287,C01173,annual,2025-12-26,97,active,2025-12-26
S01288,C01174,annual,2025-10-06,13,active,2025-10-06
S01289,C01175,annual,2025-02-28,0,cancelled,2026-03-02
S01290,C01176,monthly,2024-11-01,3,active,2024-11-01
S01291,C01177,monthly,2026-04-15,4,active,2026-04-15
S01292,C01178,monthly,2024-12-27,0,cancelled,2026-02-17
S01293,C01179,monthly,2025-11-30,5,active,2025-11-30
S01294,C01180,annual,2025-12-07,1,active,2025-12-07
S01295,C01181,monthly,2025-07-02,3,active,2025-07-02
S01296,C01182,annual,2024-10-17,0,cancelled,2025-06-09
S01297,C01183,annual,2025-12-10,4,active,2025-12-10
S01298,C01184,annual,2025-05-08,32,active,2025-05-08
S01299,C01185,annual,2026-06-18,1,active,2026-06-18
S01300,C01186,monthly,2025-11-01,0,cancelled,2026-06-05
S01301,C01187,annual,2025-08-16,28,active,2025-08-16
S01302,C01188,monthly,2025-07-04,26,active,2025-07-04
S01303,C01189,annual,2025-08-10,19,active,2025-08-10
S01304,C01189,annual,2026-06-23,17,active,2026-06-23
S01305,C01190,monthly,2025-05-24,16,active,2025-05-24
S01306,C01191,monthly,2025-06-08,2,active,2025-06-08
S01307,C01192,annual,2024-09-17,35,active,2024-09-17
S01308,C01193,annual,2025-10-28,0,cancelled,2026-01-03
S01309,C01194,annual,2025-04-02,24,active,2025-04-02
S01310,C01194,annual,2025-10-06,2,active,2025-10-06
S01311,C01195,monthly,2025-10-14,7,active,2025-10-14
S01312,C01196,annual,2026-03-01,5,active,2026-03-01
S01313,C01197,monthly,2025-04-20,31,active,2025-04-20
S01314,C01197,monthly,2025-06-22,7,active,2025-06-22
S01315,C01198,annual,2026-04-11,17,active,2026-04-11
S01316,C01199,annual,2025-12-11,4,active,2025-12-11
S01317,C01200,monthly,2024-11-12,1,active,2024-11-12
S01318,C01201,annual,2024-07-05,18,active,2024-07-05
S01319,C01202,monthly,2024-11-09,0,cancelled,2025-03-21
S01320,C01203,annual,2025-08-11,42,active,2025-08-11
S01321,C01204,annual,2025-05-11,167,active,2025-05-11
S01322,C01205,monthly,2024-10-18,0,cancelled,2024-11-08
S01323,C01206,monthly,2026-03-28,20,active,2026-03-28
S01324,C01207,annual,2025-10-30,154,active,2025-10-30
S01325,C01208,monthly,2025-11-25,23,active,2025-11-25
S01326,C01208,annual,2026-03-13,11,active,2026-03-13
S01327,C01209,monthly,2026-02-09,8,active,2026-02-09
S01328,C01210,annual,2024-11-22,0,cancelled,2024-12-04
S01329,C01210,annual,2025-08-17,11,active,2025-08-17
S01330,C01211,annual,2025-02-20,9,active,2025-02-20
S01331,C01212,monthly,2025-05-24,4,active,2025-05-24
S01332,C01213,annual,2025-01-21,5,active,2025-01-21
S01333,C01214,monthly,2025-02-13,7,active,2025-02-13
S01334,C01215,annual,2025-02-16,6,active,2025-02-16
S01335,C01216,annual,2025-06-22,4,active,2025-06-22
S01336,C01217,annual,2026-04-11,1,active,2026-04-11
S01337,C01218,monthly,2024-11-22,9,active,2024-11-22
S01338,C01219,monthly,2025-01-17,23,active,2025-01-17
S01339,C01220,annual,2026-03-25,0,cancelled,2026-03-30
S01340,C01221,annual,2025-10-29,7,active,2025-10-29
S01341,C01222,monthly,2025-06-02,9,active,2025-06-02
S01342,C01223,monthly,2024-09-15,0,cancelled,2024-12-03
S01343,C01223,monthly,2025-09-15,14,active,2025-09-15
S01344,C01224,monthly,2024-10-10,16,active,2024-10-10
S01345,C01225,annual,2026-02-15,16,active,2026-02-15
S01346,C01226,monthly,2026-05-27,9,active,2026-05-27
S01347,C01227,annual,2024-11-24,0,cancelled,2024-11-29
S01348,C01228,monthly,2024-12-18,1,active,2024-12-18
S01349,C01229,annual,2026-02-27,11,active,2026-02-27
S01350,C01230,monthly,2025-06-05,4,active,2025-06-05
S01351,C01231,annual,2025-11-27,17,active,2025-11-27
S01352,C01232,annual,2024-09-06,2,active,2024-09-06
S01353,C01233,monthly,2024-07-27,0,cancelled,2025-02-04
S01354,C01234,monthly,2025-01-06,1,active,2025-01-06
S01355,C01234,annual,2025-02-20,15,active,2025-02-20
S01356,C01235,annual,2024-09-11,2,active,2024-09-11
S01357,C01236,annual,2025-07-11,0,cancelled,2025-12-02
S01358,C01237,annual,2025-03-04,3,active,2025-03-04
S01359,C01238,annual,2024-10-16,1,active,2024-10-16
S01360,C01239,monthly,2026-02-14,14,active,2026-02-14
S01361,C01240,monthly,2025-08-01,8,active,2025-08-01
S01362,C01241,monthly,2026-01-22,7,active,2026-01-22
S01363,C01242,annual,2026-05-29,5,active,2026-05-29
S01364,C01243,monthly,2024-09-17,30,active,2024-09-17
S01365,C01244,monthly,2026-01-12,3,active,2026-01-12
S01366,C01245,monthly,2025-12-26,23,active,2025-12-26
S01367,C01246,monthly,2025-01-22,10,active,2025-01-22
S01368,C01247,monthly,2025-11-28,4,active,2025-11-28
S01369,C01248,monthly,2025-01-18,9,active,2025-01-18
S01370,C01249,annual,2025-04-06,30,active,2025-04-06
S01371,C01250,monthly,2025-12-25,7,active,2025-12-25
S01372,C01251,monthly,2024-10-17,7,active,2024-10-17
S01373,C01252,monthly,2025-01-13,27,active,2025-01-13
S01374,C01253,monthly,2024-10-01,3,active,2024-10-01
S01375,C01254,monthly,2025-04-26,5,active,2025-04-26
S01376,C01255,annual,2026-05-31,6,active,2026-05-31
S01377,C01256,monthly,2025-08-31,11,active,2025-08-31
S01378,C01256,annual,2026-04-14,3,active,2026-04-14
S01379,C01257,annual,2024-10-12,6,active,2024-10-12
S01380,C01258,monthly,2026-05-09,7,active,2026-05-09
S01381,C01259,monthly,2026-03-09,10,active,2026-03-09
S01382,C01260,monthly,2024-07-01,8,active,2024-07-01
S01383,C01261,monthly,2025-10-03,0,cancelled,2026-01-12
S01384,C01262,annual,2025-03-19,12,active,2025-03-19
S01385,C01263,annual,2025-11-11,7,active,2025-11-11
S01386,C01263,monthly,2026-05-24,4,active,2026-05-24
S01387,C01264,monthly,2025-08-04,67,active,2025-08-04
S01388,C01265,annual,2024-10-28,10,active,2024-10-28
S01389,C01266,annual,2026-01-26,5,active,2026-01-26
S01390,C01267,annual,2025-05-18,12,active,2025-05-18
S01391,C01267,annual,2026-03-27,2,active,2026-03-27
S01392,C01268,annual,2026-04-25,13,active,2026-04-25
S01393,C01269,annual,2025-03-31,3,active,2025-03-31
S01394,C01270,annual,2025-10-24,3,active,2025-10-24
S01395,C01271,annual,2025-11-07,2,active,2025-11-07
S01396,C01272,annual,2025-07-03,28,active,2025-07-03
S01397,C01273,monthly,2026-02-23,13,active,2026-02-23
S01398,C01274,monthly,2026-03-05,3,active,2026-03-05
S01399,C01275,monthly,2025-02-05,6,active,2025-02-05
S01400,C01276,monthly,2025-02-03,2,active,2025-02-03
S01401,C01277,annual,2026-02-06,3,active,2026-02-06
S01402,C01278,annual,2025-05-27,8,active,2025-05-27
S01403,C01279,annual,2025-10-01,11,active,2025-10-01
S01404,C01280,annual,2025-12-25,152,active,2025-12-25
S01405,C01281,annual,2024-07-16,2,active,2024-07-16
S01406,C01282,monthly,2024-10-31,7,active,2024-10-31
S01407,C01283,annual,2025-07-07,8,active,2025-07-07
S01408,C01284,annual,2025-09-03,17,active,2025-09-03
S01409,C01285,monthly,2026-02-17,4,active,2026-02-17
S01410,C01286,annual,2025-01-19,5,active,2025-01-19
S01411,C01287,monthly,2025-06-02,11,active,2025-06-02
S01412,C01287,monthly,2025-10-18,16,active,2025-10-18
S01413,C01288,annual,2026-02-04,23,active,2026-02-04
S01414,C01288,annual,2026-03-09,0,cancelled,2026-04-21
S01415,C01289,annual,2024-10-31,6,active,2024-10-31
S01416,C01290,monthly,2026-02-01,2,active,2026-02-01
S01417,C01291,monthly,2026-03-09,5,active,2026-03-09
S01418,C01292,monthly,2025-11-27,8,active,2025-11-27
S01419,C01293,monthly,2025-12-13,9,active,2025-12-13
S01420,C01294,monthly,2024-10-27,23,active,2024-10-27
S01421,C01295,monthly,2025-07-04,12,active,2025-07-04
S01422,C01296,monthly,2025-04-17,6,active,2025-04-17
S01423,C01297,monthly,2026-03-02,7,active,2026-03-02
S01424,C01297,annual,2026-04-30,0,cancelled,2026-06-05
S01425,C01298,annual,2025-03-12,1,active,2025-03-12
S01426,C01299,monthly,2024-09-24,4,active,2024-09-24
S01427,C01300,monthly,2026-01-06,6,active,2026-01-06
S01428,C01301,annual,2025-07-16,0,cancelled,2025-09-28
S01429,C01302,annual,2026-06-26,89,active,2026-06-26
S01430,C01303,monthly,2026-02-07,1,active,2026-02-07
S01431,C01304,annual,2024-09-22,5,active,2024-09-22
S01432,C01305,monthly,2024-12-11,4,active,2024-12-11
S01433,C01305,annual,2025-09-02,1,active,2025-09-02
S01434,C01306,annual,2024-12-01,15,active,2024-12-01
S01435,C01307,monthly,2025-11-04,0,cancelled,2026-04-27
S01436,C01308,monthly,2024-08-02,1,active,2024-08-02
S01437,C01309,monthly,2025-05-25,0,cancelled,2026-04-02
S01438,C01310,monthly,2024-08-14,5,active,2024-08-14
S01439,C01311,annual,2026-04-09,2,active,2026-04-09
S01440,C01312,annual,2025-07-07,8,active,2025-07-07
S01441,C01313,monthly,2025-08-26,11,active,2025-08-26
S01442,C01314,monthly,2025-06-25,6,active,2025-06-25
S01443,C01315,annual,2026-03-11,2,active,2026-03-11
S01444,C01316,annual,2025-02-05,0,cancelled,2025-11-02
S01445,C01317,annual,2024-10-19,19,active,2024-10-19
S01446,C01318,monthly,2024-07-19,4,active,2024-07-19
S01447,C01318,monthly,2025-04-01,31,active,2025-04-01
S01448,C01319,annual,2024-09-03,5,active,2024-09-03
S01449,C01320,annual,2025-05-06,9,active,2025-05-06
S01450,C01321,monthly,2025-03-30,10,active,2025-03-30
S01451,C01322,monthly,2025-10-15,3,active,2025-10-15
S01452,C01323,annual,2024-08-23,10,active,2024-08-23
S01453,C01324,annual,2026-02-05,51,active,2026-02-05
S01454,C01325,annual,2026-01-09,4,active,2026-01-09
S01455,C01326,monthly,2025-11-17,35,active,2025-11-17
S01456,C01327,annual,2024-12-24,34,active,2024-12-24
S01457,C01328,monthly,2024-12-16,9,active,2024-12-16
S01458,C01328,monthly,2026-03-19,6,active,2026-03-19
S01459,C01329,monthly,2026-01-05,10,active,2026-01-05
S01460,C01330,annual,2025-12-09,21,active,2025-12-09
S01461,C01331,monthly,2024-09-05,10,active,2024-09-05
S01462,C01332,monthly,2026-01-16,89,active,2026-01-16
S01463,C01333,annual,2024-07-08,15,active,2024-07-08
S01464,C01334,annual,2025-02-06,4,active,2025-02-06
S01465,C01335,annual,2025-03-06,0,cancelled,2025-09-13
