transaction_id,received_date,subscription_key,transaction_type,requested_quantity,term_type,source
2080,2025-04-13,S02488,ADD,5,,partner_api_order
2081,2025-04-13,S04332,REDUCE,1,,partner_api_order
2082,2025-04-14,S01141,NEW,5,annual,partner_api_order
2083,2025-04-14,S01816,NEW,30,monthly,partner_api_order
2084,2025-04-14,S02307,NEW,3,monthly,partner_api_order
2085,2025-04-14,S02682,NEW,6,annual,partner_api_order
2086,2025-04-14,S03611,NEW,3,annual,partner_api_order
2087,2025-04-14,S04185,NEW,1,annual,partner_api_order
2088,2025-04-14,S00910,REDUCE,0,,partner_api_order
2089,2025-04-14,S03111,ADD,5,,partner_api_order
2090,2025-04-14,S03150,REDUCE,23,,partner_api_order
2091,2025-04-15,S00429,NEW,11,annual,partner_api_order
2092,2025-04-15,S00997,NEW,3,monthly,partner_api_order
2093,2025-04-15,S01681,NEW,16,annual,partner_api_order
2094,2025-04-15,S01710,NEW,4,monthly,partner_api_order
2095,2025-04-15,S01949,NEW,5,monthly,partner_api_order
2096,2025-04-15,S02558,NEW,13,annual,partner_api_order
2097,2025-04-15,S02596,NEW,34,annual,partner_api_order
2098,2025-04-15,S02851,NEW,17,annual,partner_api_order
2099,2025-04-15,S02990,NEW,2,monthly,partner_api_order
2100,2025-04-15,S03430,NEW,1,annual,partner_api_order
2101,2025-04-15,S00073,ADD,16,,partner_api_order
2102,2025-04-15,S00706,ADD,2,,partner_api_order
2103,2025-04-15,S01307,NEW,45,annual,partner_api_order
2104,2025-04-15,S01356,REDUCE,2,,partner_api_order
2105,2025-04-15,S03989,ADD,5,,partner_api_order
2106,2025-04-15,S04240,ADD,125,,partner_api_order
2107,2025-04-15,S04276,ADD,5,,partner_api_order
2108,2025-04-16,S00884,NEW,8,annual,partner_api_order
2109,2025-04-16,S01627,NEW,15,monthly,partner_api_order
2110,2025-04-16,S01878,NEW,8,annual,partner_api_order
2111,2025-04-16,S02033,NEW,7,annual,partner_api_order
2112,2025-04-16,S02626,NEW,7,annual,partner_api_order
2113,2025-04-16,S03057,NEW,11,annual,partner_api_order
2114,2025-04-16,S03076,NEW,11,monthly,partner_api_order
2115,2025-04-16,S03555,NEW,6,annual,partner_api_order
2116,2025-04-16,S03862,NEW,10,annual,partner_api_order
2117,2025-04-16,S00845,ADD,7,,partner_api_order
2118,2025-04-16,S90266,REDUCE,19,,partner_api_order
2119,2025-04-16,S02237,CANCEL,0,,partner_api_order
2120,2025-04-16,S03021,REDUCE,0,,partner_api_order
2121,2025-04-16,S03404,CANCEL,0,,partner_api_order
2122,2025-04-16,S90689,REDUCE,9,,partner_api_order
2123,2025-04-17,S00952,NEW,8,monthly,partner_api_order
2124,2025-04-17,S01422,NEW,3,monthly,partner_api_order
2125,2025-04-17,S01572,NEW,3,annual,partner_api_order
2126,2025-04-17,S01798,NEW,9,annual,partner_api_order
2127,2025-04-17,S02362,NEW,639,monthly,contract_record
2128,2025-04-17,S02662,NEW,188,monthly,contract_record
2129,2025-04-17,S03483,NEW,39,annual,partner_api_order
2130,2025-04-17,S00944,CANCEL,0,,partner_api_order
2131,2025-04-17,S01896,ADD,11,,partner_api_order
2132,2025-04-17,S03396,ADD,15,,partner_api_order
2133,2025-04-18,S00883,NEW,3,monthly,partner_api_order
2134,2025-04-18,S00927,NEW,5,annual,partner_api_order
2135,2025-04-18,S03161,NEW,12,annual,partner_api_order
2136,2025-04-18,S04316,NEW,2,annual,partner_api_order
2137,2025-04-18,S00184,ADD,7,,partner_api_order
2138,2025-04-18,S00433,ADD,11,,partner_api_order
2139,2025-04-18,S00449,ADD,4,,partner_api_order
2140,2025-04-18,S00928,CANCEL,0,,partner_api_order
2141,2025-04-18,S02520,ADD,20,,partner_api_order
2142,2025-04-18,S03727,CANCEL,0,,partner_api_order
2143,2025-04-18,S90063,REDUCE,2,,partner_api_order
2144,2025-04-19,S00168,NEW,5,monthly,partner_api_order
2145,2025-04-19,S00296,NEW,21,annual,partner_api_order
2146,2025-04-19,S00740,NEW,13,annual,partner_api_order
2147,2025-04-19,S00832,NEW,4,annual,partner_api_order
2148,2025-04-19,S01215,NEW,9,monthly,partner_api_order
2149,2025-04-19,S02034,NEW,8,annual,partner_api_order
2150,2025-04-19,S02549,NEW,31,annual,partner_api_order
2151,2025-04-19,S03069,NEW,6,monthly,partner_api_order
2152,2025-04-19,S03259,NEW,15,monthly,partner_api_order
2153,2025-04-19,S03616,NEW,32,monthly,partner_api_order
2154,2025-04-19,S01415,ADD,6,,partner_api_order
2155,2025-04-19,S02896,CANCEL,0,,partner_api_order
2156,2025-04-19,S03238,ADD,59,,partner_api_order
2157,2025-04-19,S03831,ADD,19,,partner_api_order
2158,2025-04-20,S00555,NEW,69,annual,partner_api_order
2159,2025-04-20,S00597,NEW,8,annual,partner_api_order
2160,2025-04-20,S01162,NEW,4,monthly,partner_api_order
2161,2025-04-20,S01313,NEW,31,monthly,partner_api_order
2162,2025-04-20,S01502,NEW,6,annual,partner_api_order
2163,2025-04-20,S04096,NEW,5,annual,partner_api_order
2164,2025-04-20,S00140,ADD,9,,partner_api_order
2165,2025-04-20,S01749,CANCEL,0,,partner_api_order
2166,2025-04-21,S00177,NEW,3,monthly,partner_api_order
2167,2025-04-21,S00717,NEW,3,monthly,partner_api_order
2168,2025-04-21,S00941,NEW,9,monthly,partner_api_order
2169,2025-04-21,S01007,NEW,19,monthly,partner_api_order
2170,2025-04-21,S01229,NEW,24,annual,partner_api_order
2171,2025-04-21,S01623,NEW,7,monthly,partner_api_order
2172,2025-04-21,S01709,NEW,2,monthly,partner_api_order
2173,2025-04-21,S02014,NEW,7,annual,partner_api_order
2174,2025-04-21,S03118,NEW,4,annual,partner_api_order
2175,2025-04-21,S03262,NEW,100,annual,contract_record
2176,2025-04-21,S03751,NEW,5,annual,partner_api_order
2177,2025-04-21,S04197,NEW,22,monthly,partner_api_order
2178,2025-04-21,S00440,CANCEL,0,,partner_api_order
2179,2025-04-21,S01030,ADD,7,,partner_api_order
2180,2025-04-21,S02182,REDUCE,2,,partner_api_order
2181,2025-04-21,S03898,REDUCE,3,,partner_api_order
2182,2025-04-21,S04180,ADD,4,,partner_api_order
2183,2025-04-21,S04278,ADD,20,,partner_api_order
2184,2025-04-22,S01848,NEW,10,annual,partner_api_order
2185,2025-04-22,S02170,NEW,5,annual,partner_api_order
2186,2025-04-22,S04170,NEW,5,monthly,partner_api_order
2187,2025-04-22,S04265,NEW,32,monthly,partner_api_order
2188,2025-04-22,S04298,NEW,9,monthly,partner_api_order
2189,2025-04-22,S00831,REDUCE,1,,partner_api_order
2190,2025-04-22,S03875,ADD,5,,partner_api_order
2191,2025-04-23,S02329,NEW,4,annual,partner_api_order
2192,2025-04-23,S02635,NEW,11,monthly,partner_api_order
2193,2025-04-23,S03713,NEW,3,annual,partner_api_order
2194,2025-04-23,S01084,REDUCE,18,,partner_api_order
2195,2025-04-23,S02427,ADD,1,,partner_api_order
2196,2025-04-23,S03268,REDUCE,2,,partner_api_order
2197,2025-04-24,S00057,NEW,6,monthly,partner_api_order
2198,2025-04-24,S00530,NEW,8,annual,partner_api_order
2199,2025-04-24,S01506,NEW,8,annual,partner_api_order
2200,2025-04-24,S01618,NEW,8,monthly,partner_api_order
2201,2025-04-24,S01953,NEW,14,annual,partner_api_order
2202,2025-04-24,S02037,NEW,64,monthly,partner_api_order
2203,2025-04-24,S03122,NEW,12,annual,partner_api_order
2204,2025-04-24,S03510,NEW,80,monthly,partner_api_order
2205,2025-04-24,S01848,REDUCE,8,,partner_api_order
2206,2025-04-24,S02130,REDUCE,12,,partner_api_order
2207,2025-04-25,S01253,NEW,1,monthly,partner_api_order
2208,2025-04-25,S02445,NEW,77,monthly,partner_api_order
2209,2025-04-25,S03359,NEW,5,annual,partner_api_order
2210,2025-04-25,S03548,NEW,21,annual,partner_api_order
2211,2025-04-25,S00378,CANCEL,0,,partner_api_order
2212,2025-04-25,S02016,ADD,14,,partner_api_order
2213,2025-04-25,S03599,REDUCE,9,,partner_api_order
2214,2025-04-25,S04262,ADD,49,,partner_api_order
2215,2025-04-26,S00027,NEW,6,annual,partner_api_order
2216,2025-04-26,S00219,NEW,11,monthly,partner_api_order
2217,2025-04-26,S00221,NEW,8,monthly,partner_api_order
2218,2025-04-26,S00240,NEW,14,monthly,partner_api_order
2219,2025-04-26,S00370,NEW,37,annual,partner_api_order
2220,2025-04-26,S01375,NEW,5,monthly,partner_api_order
2221,2025-04-26,S02208,NEW,38,monthly,partner_api_order
2222,2025-04-26,S02587,NEW,311,annual,contract_record
2223,2025-04-26,S04255,NEW,19,monthly,partner_api_order
2224,2025-04-26,S01849,REDUCE,11,,partner_api_order
2225,2025-04-26,S02838,REDUCE,9,,partner_api_order
2226,2025-04-26,S03290,ADD,21,,partner_api_order
2227,2025-04-26,S03408,ADD,5,,partner_api_order
2228,2025-04-27,S00293,NEW,6,monthly,partner_api_order
2229,2025-04-27,S03199,NEW,10,annual,partner_api_order
2230,2025-04-27,S00369,CANCEL,0,,partner_api_order
2231,2025-04-27,S00855,CANCEL,0,,partner_api_order
2232,2025-04-27,S01235,ADD,15,,partner_api_order
2233,2025-04-27,S02929,ADD,6,,partner_api_order
2234,2025-04-28,S03667,NEW,231,annual,contract_record
2235,2025-04-28,S01425,ADD,2,,partner_api_order
2236,2025-04-28,S01550,ADD,2,,partner_api_order
2237,2025-04-28,S01681,ADD,24,,partner_api_order
2238,2025-04-28,S02587,CANCEL,0,,contract_record
2239,2025-04-28,S03454,REDUCE,10,,partner_api_order
2240,2025-04-28,S03596,REDUCE,4,,partner_api_order
2241,2025-04-29,S00124,NEW,9,annual,partner_api_order
2242,2025-04-29,S00289,NEW,6,annual,partner_api_order
2243,2025-04-29,S01472,NEW,28,monthly,partner_api_order
2244,2025-04-29,S02155,NEW,10,monthly,partner_api_order
2245,2025-04-29,S03441,NEW,3,monthly,partner_api_order
2246,2025-04-29,S03821,NEW,14,annual,partner_api_order
2247,2025-04-29,S00682,REDUCE,32,,partner_api_order
2248,2025-04-29,S01088,REDUCE,2,,partner_api_order
2249,2025-04-29,S01786,REDUCE,1,,partner_api_order
2250,2025-04-29,S90949,ADD,16,,partner_api_order
2251,2025-04-29,S02635,CANCEL,0,,partner_api_order
2252,2025-04-29,S03133,ADD,3,,partner_api_order
2253,2025-04-30,S00045,NEW,3,monthly,partner_api_order
2254,2025-04-30,S00058,NEW,5,monthly,partner_api_order
2255,2025-04-30,S01827,NEW,5,monthly,partner_api_order
2256,2025-04-30,S01998,NEW,3,monthly,partner_api_order
2257,2025-04-30,S02468,NEW,5,annual,partner_api_order
2258,2025-04-30,S02510,NEW,4,annual,partner_api_order
2259,2025-04-30,S03229,NEW,4,annual,partner_api_order
2260,2025-05-01,S00098,NEW,8,monthly,partner_api_order
2261,2025-05-01,S00634,NEW,11,monthly,partner_api_order
2262,2025-05-01,S01912,NEW,5,monthly,partner_api_order
2263,2025-05-01,S02124,NEW,27,monthly,partner_api_order
2264,2025-05-01,S02709,NEW,7,annual,partner_api_order
2265,2025-05-01,S03490,NEW,6,monthly,partner_api_order
2266,2025-05-01,S03553,REDUCE,20,,partner_api_order
2267,2025-05-02,S00452,NEW,4,monthly,partner_api_order
2268,2025-05-02,S02420,NEW,13,monthly,partner_api_order
2269,2025-05-02,S02467,NEW,3,annual,partner_api_order
2270,2025-05-02,S02878,NEW,313,annual,contract_record
2271,2025-05-02,S03705,NEW,11,annual,partner_api_order
2272,2025-05-02,S03747,NEW,11,monthly,partner_api_order
2273,2025-05-02,S02528,CANCEL,0,,partner_api_order
2274,2025-05-02,S03434,REDUCE,19,,partner_api_order
2275,2025-05-02,S03565,ADD,24,,partner_api_order
2276,2025-05-03,S00070,NEW,7,monthly,partner_api_order
2277,2025-05-03,S00153,NEW,8,annual,partner_api_order
2278,2025-05-03,S00381,NEW,8,monthly,partner_api_order
2279,2025-05-03,S01850,NEW,19,monthly,partner_api_order
2280,2025-05-03,S02672,NEW,14,annual,partner_api_order
2281,2025-05-03,S03029,NEW,8,monthly,partner_api_order
2282,2025-05-03,S00321,CANCEL,0,,partner_api_order
2283,2025-05-03,S01837,ADD,9,,partner_api_order
2284,2025-05-03,S04353,REDUCE,4,,partner_api_order
2285,2025-05-04,S00556,NEW,2,monthly,partner_api_order
2286,2025-05-04,S00899,NEW,12,monthly,partner_api_order
2287,2025-05-04,S00484,ADD,3,,partner_api_order
2288,2025-05-04,S00857,CANCEL,0,,partner_api_order
2289,2025-05-04,S01631,REDUCE,38,,partner_api_order
2290,2025-05-04,S02393,ADD,1970,,contract_record
2291,2025-05-04,S02556,REDUCE,7,,partner_api_order
2292,2025-05-04,S02930,CANCEL,0,,partner_api_order
2293,2025-05-04,S04082,CANCEL,0,,partner_api_order
2294,2025-05-05,S00288,NEW,18,annual,partner_api_order
2295,2025-05-05,S04244,NEW,86,annual,contract_record
2296,2025-05-05,S01170,ADD,37,,partner_api_order
2297,2025-05-05,S01515,REDUCE,9,,partner_api_order
2298,2025-05-05,S01695,ADD,4,,partner_api_order
2299,2025-05-05,S02424,REDUCE,3,,partner_api_order
2300,2025-05-06,S00589,NEW,6,annual,partner_api_order
2301,2025-05-06,S01276,NEW,11,annual,partner_api_order
2302,2025-05-06,S01449,NEW,6,annual,partner_api_order
2303,2025-05-06,S01923,NEW,17,annual,partner_api_order
2304,2025-05-06,S01969,NEW,3,annual,partner_api_order
2305,2025-05-06,S03015,NEW,5,annual,partner_api_order
2306,2025-05-06,S03922,NEW,25,annual,partner_api_order
2307,2025-05-06,S04017,NEW,25,annual,partner_api_order
2308,2025-05-06,S04225,NEW,2,monthly,partner_api_order
2309,2025-05-06,S00431,CANCEL,0,,partner_api_order
2310,2025-05-07,S03654,NEW,7,annual,partner_api_order
2311,2025-05-08,S00088,NEW,9,annual,partner_api_order
2312,2025-05-08,S01244,NEW,10,monthly,partner_api_order
2313,2025-05-08,S01298,NEW,32,annual,partner_api_order
2314,2025-05-08,S01928,NEW,6,annual,partner_api_order
2315,2025-05-08,S02240,NEW,29,annual,partner_api_order
2316,2025-05-08,S02263,NEW,1,annual,partner_api_order
2317,2025-05-08,S00682,REDUCE,16,,partner_api_order
2318,2025-05-08,S00688,ADD,19,,partner_api_order
2319,2025-05-08,S00818,ADD,6,,partner_api_order
2320,2025-05-08,S02369,ADD,17,,partner_api_order
2321,2025-05-08,S02552,REDUCE,1,,partner_api_order
2322,2025-05-08,S02745,CANCEL,0,,partner_api_order
2323,2025-05-09,S00561,NEW,9,monthly,partner_api_order
2324,2025-05-09,S00669,NEW,6,monthly,partner_api_order
2325,2025-05-09,S01079,NEW,54,monthly,partner_api_order
2326,2025-05-09,S01469,NEW,32,monthly,partner_api_order
2327,2025-05-09,S01575,NEW,7,monthly,partner_api_order
2328,2025-05-09,S01667,NEW,207,annual,contract_record
2329,2025-05-09,S03856,NEW,6,monthly,partner_api_order
2330,2025-05-09,S04067,NEW,21,annual,partner_api_order
2331,2025-05-09,S03259,REDUCE,10,,partner_api_order
2332,2025-05-09,S03342,REDUCE,10,,partner_api_order
2333,2025-05-09,S03883,ADD,10,,partner_api_order
2334,2025-05-10,S01056,NEW,2,annual,partner_api_order
2335,2025-05-10,S02534,NEW,2,monthly,partner_api_order
2336,2025-05-10,S02697,NEW,13,annual,partner_api_order
2337,2025-05-10,S03024,NEW,25,annual,partner_api_order
2338,2025-05-10,S03649,NEW,3,monthly,partner_api_order
2339,2025-05-10,S04102,NEW,4,annual,partner_api_order
2340,2025-05-10,S04328,NEW,5,annual,partner_api_order
2341,2025-05-10,S00639,REDUCE,2,,partner_api_order
2342,2025-05-10,S02817,ADD,4,,partner_api_order
2343,2025-05-10,S02917,REDUCE,10,,partner_api_order
2344,2025-05-11,S00178,NEW,3,annual,partner_api_order
2345,2025-05-11,S00803,NEW,82,annual,contract_record
2346,2025-05-11,S01064,NEW,7,monthly,partner_api_order
2347,2025-05-11,S01321,NEW,167,annual,contract_record
2348,2025-05-11,S01480,NEW,8,annual,partner_api_order
2349,2025-05-11,S03204,NEW,171,monthly,contract_record
2350,2025-05-11,S00929,ADD,4,,partner_api_order
2351,2025-05-11,S01993,REDUCE,9,,partner_api_order
2352,2025-05-11,S02048,ADD,8,,partner_api_order
2353,2025-05-11,S03186,REDUCE,4,,partner_api_order
2354,2025-05-11,S90119,ADD,11,,partner_api_order
2355,2025-05-12,S03813,NEW,4,annual,partner_api_order
2356,2025-05-12,S00550,CANCEL,0,,partner_api_order
2357,2025-05-12,S00609,ADD,3,,partner_api_order
2358,2025-05-12,S00690,ADD,16,,partner_api_order
2359,2025-05-12,S01276,REDUCE,4,,partner_api_order
2360,2025-05-12,S03735,ADD,6,,partner_api_order
2361,2025-05-12,S03736,CANCEL,0,,partner_api_order
2362,2025-05-13,S01607,NEW,11,monthly,partner_api_order
2363,2025-05-14,S00347,NEW,4,annual,partner_api_order
2364,2025-05-14,S00438,NEW,5,monthly,partner_api_order
2365,2025-05-14,S00548,REDUCE,39,,partner_api_order
2366,2025-05-14,S01475,REDUCE,3,,partner_api_order
2367,2025-05-14,S01562,ADD,14,,partner_api_order
2368,2025-05-14,S02987,CANCEL,0,,partner_api_order
2369,2025-05-14,S03294,ADD,10,,partner_api_order
2370,2025-05-15,S00341,NEW,75,annual,contract_record
2371,2025-05-15,S02821,NEW,7,annual,partner_api_order
2372,2025-05-15,S03147,NEW,3,annual,partner_api_order
2373,2025-05-15,S03487,NEW,11,monthly,partner_api_order
2374,2025-05-15,S00968,ADD,8,,partner_api_order
2375,2025-05-15,S01309,ADD,15,,partner_api_order
2376,2025-05-15,S03530,ADD,4,,partner_api_order
2377,2025-05-16,S01200,NEW,35,annual,partner_api_order
2378,2025-05-16,S01509,NEW,35,monthly,partner_api_order
2379,2025-05-16,S02394,NEW,129,annual,contract_record
2380,2025-05-16,S03386,NEW,23,annual,partner_api_order
2381,2025-05-16,S00511,REDUCE,10,,partner_api_order
2382,2025-05-16,S00592,ADD,9,,partner_api_order
2383,2025-05-16,S00614,REDUCE,3,,partner_api_order
2384,2025-05-16,S01400,ADD,4,,partner_api_order
2385,2025-05-16,S01422,ADD,4,,partner_api_order
2386,2025-05-16,S01990,CANCEL,0,,partner_api_order
2387,2025-05-16,S03484,REDUCE,3,,partner_api_order
2388,2025-05-17,S02280,NEW,19,annual,partner_api_order
2389,2025-05-17,S02400,NEW,9,monthly,partner_api_order
2390,2025-05-17,S02965,NEW,7,annual,partner_api_order
2391,2025-05-17,S00679,REDUCE,10,,partner_api_order
2392,2025-05-17,S03429,ADD,5,,partner_api_order
2393,2025-05-17,S03896,REDUCE,1,,partner_api_order
2394,2025-05-18,S00188,NEW,21,monthly,partner_api_order
2395,2025-05-18,S00934,NEW,6,annual,partner_api_order
2396,2025-05-18,S01266,NEW,16,monthly,partner_api_order
2397,2025-05-18,S01390,NEW,12,annual,partner_api_order
2398,2025-05-18,S03819,NEW,15,monthly,partner_api_order
2399,2025-05-18,S00266,CANCEL,0,,partner_api_order
2400,2025-05-18,S00560,REDUCE,8,,partner_api_order
2401,2025-05-18,S02440,CANCEL,0,,partner_api_order
2402,2025-05-18,S03346,ADD,3,,partner_api_order
2403,2025-05-18,S04108,ADD,11,,partner_api_order
2404,2025-05-19,S00637,NEW,10,annual,partner_api_order
2405,2025-05-19,S03116,NEW,7,annual,partner_api_order
2406,2025-05-19,S03586,NEW,10,annual,partner_api_order
2407,2025-05-19,S02231,REDUCE,6,,partner_api_order
2408,2025-05-19,S02900,ADD,61,,partner_api_order
2409,2025-05-19,S03105,ADD,23,,partner_api_order
2410,2025-05-19,S03955,ADD,40,,partner_api_order
2411,2025-05-20,S00813,NEW,18,annual,partner_api_order
2412,2025-05-20,S01805,NEW,14,monthly,partner_api_order
2413,2025-05-20,S02171,NEW,58,annual,partner_api_order
2414,2025-05-20,S02835,NEW,11,annual,partner_api_order
2415,2025-05-20,S00187,REDUCE,6,,partner_api_order
2416,2025-05-20,S00370,ADD,42,,partner_api_order
2417,2025-05-20,S01489,REDUCE,7,,partner_api_order
2418,2025-05-20,S02648,CANCEL,0,,partner_api_order
2419,2025-05-20,S03583,ADD,17,,partner_api_order
2420,2025-05-21,S00395,NEW,7,monthly,partner_api_order
2421,2025-05-21,S00741,NEW,12,annual,partner_api_order
2422,2025-05-21,S01181,NEW,2,annual,partner_api_order
2423,2025-05-21,S02384,NEW,30,monthly,partner_api_order
2424,2025-05-21,S02932,NEW,2,monthly,partner_api_order
2425,2025-05-21,S03926,NEW,2,monthly,partner_api_order
2426,2025-05-21,S01480,ADD,11,,partner_api_order
2427,2025-05-21,S02794,ADD,156,,contract_record
2428,2025-05-21,S02986,REDUCE,7,,partner_api_order
2429,2025-05-21,S04154,ADD,25,,partner_api_order
2430,2025-05-21,S04315,ADD,5,,partner_api_order
2431,2025-05-22,S00823,NEW,1,monthly,partner_api_order
2432,2025-05-22,S01123,NEW,8,annual,partner_api_order
2433,2025-05-22,S01128,NEW,86,annual,contract_record
2434,2025-05-22,S02258,NEW,9,annual,partner_api_order
2435,2025-05-22,S02383,NEW,4,annual,partner_api_order
2436,2025-05-22,S02736,NEW,13,monthly,partner_api_order
2437,2025-05-22,S02814,NEW,6,annual,partner_api_order
2438,2025-05-22,S01410,ADD,5,,partner_api_order
2439,2025-05-22,S01574,REDUCE,9,,partner_api_order
2440,2025-05-22,S01896,ADD,17,,partner_api_order
2441,2025-05-22,S02363,REDUCE,10,,partner_api_order
2442,2025-05-22,S02372,ADD,10,,partner_api_order
2443,2025-05-22,S02821,REDUCE,4,,partner_api_order
2444,2025-05-22,S04215,ADD,13,,partner_api_order
2445,2025-05-23,S00691,NEW,6,annual,partner_api_order
2446,2025-05-23,S02153,NEW,24,annual,partner_api_order
2447,2025-05-23,S03730,NEW,100,monthly,contract_record
2448,2025-05-23,S04352,NEW,3,annual,partner_api_order
2449,2025-05-23,S00183,ADD,20,,partner_api_order
2450,2025-05-23,S00841,REDUCE,1,,partner_api_order
2451,2025-05-23,S01372,REDUCE,7,,partner_api_order
2452,2025-05-24,S00483,NEW,21,monthly,partner_api_order
2453,2025-05-24,S00900,NEW,1,monthly,partner_api_order
2454,2025-05-24,S01251,NEW,11,annual,partner_api_order
2455,2025-05-24,S01305,NEW,16,monthly,partner_api_order
2456,2025-05-24,S01331,NEW,6,monthly,partner_api_order
2457,2025-05-24,S02877,NEW,35,annual,partner_api_order
2458,2025-05-24,S02997,NEW,7,annual,partner_api_order
2459,2025-05-24,S03129,NEW,3,annual,partner_api_order
2460,2025-05-24,S03217,NEW,7,annual,partner_api_order
2461,2025-05-24,S04233,NEW,11,annual,partner_api_order
2462,2025-05-24,S00225,REDUCE,14,,partner_api_order
2463,2025-05-24,S02283,REDUCE,7,,partner_api_order
2464,2025-05-24,S03599,REDUCE,4,,partner_api_order
2465,2025-05-24,S04265,CANCEL,0,,partner_api_order
2466,2025-05-25,S00626,NEW,150,monthly,contract_record
2467,2025-05-25,S00964,NEW,5,annual,partner_api_order
2468,2025-05-25,S01437,NEW,2,monthly,partner_api_order
2469,2025-05-25,S01914,NEW,2,annual,partner_api_order
2470,2025-05-25,S02096,NEW,7,monthly,partner_api_order
2471,2025-05-25,S02196,NEW,234,annual,contract_record
2472,2025-05-25,S02915,NEW,4,monthly,partner_api_order
2473,2025-05-25,S03867,NEW,16,annual,partner_api_order
2474,2025-05-25,S04325,NEW,21,annual,partner_api_order
2475,2025-05-25,S01527,REDUCE,20,,partner_api_order
2476,2025-05-25,S03741,REDUCE,10,,partner_api_order
2477,2025-05-26,S00916,NEW,28,annual,partner_api_order
2478,2025-05-26,S01545,NEW,5,monthly,partner_api_order
2479,2025-05-26,S01753,NEW,3,monthly,partner_api_order
2480,2025-05-26,S03839,NEW,12,monthly,partner_api_order
2481,2025-05-26,S00904,REDUCE,4,,partner_api_order
2482,2025-05-26,S02226,REDUCE,9,,partner_api_order
2483,2025-05-27,S01402,NEW,8,annual,partner_api_order
2484,2025-05-27,S02651,NEW,3,monthly,partner_api_order
2485,2025-05-27,S02788,NEW,4,annual,partner_api_order
2486,2025-05-27,S03168,NEW,13,annual,partner_api_order
2487,2025-05-27,S04245,NEW,24,monthly,partner_api_order
2488,2025-05-27,S00316,REDUCE,2,,partner_api_order
2489,2025-05-27,S01027,REDUCE,2,,partner_api_order
2490,2025-05-27,S02098,ADD,11,,partner_api_order
2491,2025-05-27,S02749,REDUCE,19,,partner_api_order
2492,2025-05-27,S03614,CANCEL,0,,partner_api_order
2493,2025-05-28,S00981,NEW,5,annual,partner_api_order
2494,2025-05-28,S02070,NEW,11,monthly,partner_api_order
2495,2025-05-28,S02107,NEW,3,annual,partner_api_order
2496,2025-05-28,S02860,NEW,3,annual,partner_api_order
2497,2025-05-28,S03802,NEW,3,monthly,partner_api_order
2498,2025-05-28,S03892,NEW,1,annual,partner_api_order
2499,2025-05-28,S04135,NEW,765,annual,contract_record
2500,2025-05-28,S01644,REDUCE,18,,partner_api_order
2501,2025-05-28,S02949,REDUCE,2,,partner_api_order
2502,2025-05-28,S04364,CANCEL,0,,partner_api_order
2503,2025-05-29,S00522,NEW,4,annual,partner_api_order
2504,2025-05-29,S00710,NEW,156,annual,contract_record
2505,2025-05-29,S00770,NEW,6,annual,partner_api_order
2506,2025-05-29,S01552,NEW,7,annual,partner_api_order
2507,2025-05-29,S02882,NEW,5,annual,partner_api_order
2508,2025-05-29,S03171,NEW,2,annual,partner_api_order
2509,2025-05-29,S03871,NEW,8,monthly,partner_api_order
2510,2025-05-29,S00296,CANCEL,0,,partner_api_order
2511,2025-05-29,S01648,CANCEL,0,,partner_api_order
2512,2025-05-29,S04350,NEW,4,annual,partner_api_order
2513,2025-05-29,S04385,ADD,14,,partner_api_order
2514,2025-05-30,S00013,NEW,2,annual,partner_api_order
2515,2025-05-30,S00218,NEW,3,monthly,partner_api_order
2516,2025-05-30,S00474,NEW,6,annual,partner_api_order
2517,2025-05-30,S03573,NEW,198,monthly,contract_record
2518,2025-05-30,S00494,REDUCE,11,,partner_api_order
2519,2025-05-30,S00500,REDUCE,3,,partner_api_order
2520,2025-05-30,S01729,ADD,17,,partner_api_order
2521,2025-05-30,S02517,REDUCE,5,,partner_api_order
2522,2025-05-31,S00147,NEW,9,annual,partner_api_order
2523,2025-05-31,S00423,NEW,4,monthly,partner_api_order
2524,2025-05-31,S02380,NEW,2,annual,partner_api_order
2525,2025-05-31,S04155,NEW,3,annual,partner_api_order
2526,2025-05-31,S04186,NEW,3,annual,partner_api_order
2527,2025-05-31,S04257,NEW,6,monthly,partner_api_order
2528,2025-05-31,S00671,REDUCE,6,,partner_api_order
2529,2025-05-31,S02651,ADD,4,,partner_api_order
2530,2025-05-31,S02686,ADD,106,,partner_api_order
2531,2025-05-31,S04325,ADD,30,,partner_api_order
2532,2025-06-01,S00459,NEW,7,monthly,partner_api_order
2533,2025-06-01,S01821,NEW,36,annual,partner_api_order
2534,2025-06-01,S03222,NEW,196,annual,contract_record
2535,2025-06-01,S03939,NEW,25,monthly,partner_api_order
2536,2025-06-01,S04001,NEW,4,monthly,partner_api_order
2537,2025-06-01,S04022,NEW,2,monthly,partner_api_order
2538,2025-06-01,S01710,ADD,6,,partner_api_order
2539,2025-06-01,S03473,CANCEL,0,,partner_api_order
2540,2025-06-02,S01341,NEW,9,monthly,partner_api_order
2541,2025-06-02,S01411,NEW,7,monthly,partner_api_order
2542,2025-06-02,S02177,NEW,8,annual,partner_api_order
2543,2025-06-02,S02236,NEW,9,annual,partner_api_order
2544,2025-06-02,S02663,NEW,13,monthly,partner_api_order
2545,2025-06-02,S02666,NEW,18,monthly,partner_api_order
2546,2025-06-02,S03061,NEW,8,monthly,partner_api_order
2547,2025-06-02,S04312,REDUCE,12,,partner_api_order
