transaction_id,received_date,subscription_key,transaction_type,requested_quantity,term_type,source,accepted,rejection_reason
1365,2025-01-22,S01367,NEW,8,monthly,partner_api_order,true,
1366,2025-01-22,S02174,NEW,1,annual,partner_api_order,true,
1367,2025-01-22,S02231,NEW,11,annual,partner_api_order,true,
1368,2025-01-22,S03099,NEW,8,monthly,partner_api_order,true,
1369,2025-01-22,S03351,NEW,24,annual,partner_api_order,true,
1370,2025-01-22,S03603,NEW,4,annual,partner_api_order,true,
1371,2025-01-23,S00535,NEW,3,annual,partner_api_order,true,
1372,2025-01-23,S00937,NEW,11,annual,partner_api_order,true,
1373,2025-01-23,S03323,NEW,11,annual,partner_api_order,true,
1374,2025-01-23,S04206,NEW,47,monthly,partner_api_order,true,
1375,2025-01-24,S00148,NEW,102,annual,contract_record,true,
1376,2025-01-24,S00983,NEW,4,annual,partner_api_order,true,
1377,2025-01-24,S01035,NEW,3,monthly,partner_api_order,true,
1378,2025-01-24,S01089,NEW,5,annual,partner_api_order,true,
1379,2025-01-24,S01764,NEW,5,annual,partner_api_order,true,
1380,2025-01-24,S02848,NEW,18,annual,partner_api_order,true,
1381,2025-01-24,S02366,CANCEL,0,,partner_api_order,true,
1382,2025-01-24,S02771,REDUCE,1,,partner_api_order,true,
1383,2025-01-24,S03854,ADD,2,,partner_api_order,true,
1384,2025-01-25,S00751,NEW,12,annual,partner_api_order,true,
1385,2025-01-25,S00954,NEW,2,annual,partner_api_order,true,
1386,2025-01-25,S01003,NEW,36,annual,partner_api_order,true,
1387,2025-01-25,S02775,NEW,9,monthly,partner_api_order,true,
1388,2025-01-25,S02634,REDUCE,2,,partner_api_order,true,
1389,2025-01-25,S03952,ADD,5,,partner_api_order,true,
1390,2025-01-26,S00961,NEW,1,annual,partner_api_order,true,
1391,2025-01-26,S01971,NEW,4,monthly,partner_api_order,true,
1392,2025-01-26,S03290,NEW,25,annual,partner_api_order,true,
1393,2025-01-26,S03686,NEW,15,annual,partner_api_order,true,
1394,2025-01-26,S01369,ADD,19,,partner_api_order,false,NOOP_QUANTITY
1395,2025-01-26,S03496,ADD,20,,partner_api_order,true,
1396,2025-01-26,S04276,REDUCE,4,,partner_api_order,true,
1397,2025-01-27,S03097,NEW,13,monthly,partner_api_order,true,
1398,2025-01-27,S00073,ADD,11,,partner_api_order,true,
1399,2025-01-27,S01742,ADD,17,,partner_api_order,true,
1400,2025-01-28,S00298,NEW,2,monthly,partner_api_order,true,
1401,2025-01-28,S00440,NEW,9,monthly,partner_api_order,true,
1402,2025-01-28,S01867,NEW,9,annual,partner_api_order,true,
1403,2025-01-28,S02145,NEW,30,monthly,partner_api_order,true,
1404,2025-01-28,S03414,NEW,1,monthly,partner_api_order,true,
1405,2025-01-28,S04154,NEW,14,monthly,partner_api_order,true,
1406,2025-01-28,S04243,NEW,7,annual,partner_api_order,true,
1407,2025-01-28,S04363,NEW,92,annual,contract_record,true,
1408,2025-01-28,S00345,ADD,63,,partner_api_order,true,
1409,2025-01-28,S03228,ADD,5,,partner_api_order,false,ADD_AFTER_CANCEL
1410,2025-01-29,S00326,NEW,26,monthly,partner_api_order,true,
1411,2025-01-29,S01101,NEW,4,annual,partner_api_order,true,
1412,2025-01-29,S01474,NEW,11,monthly,partner_api_order,true,
1413,2025-01-29,S01868,NEW,4,annual,partner_api_order,true,
1414,2025-01-29,S02723,NEW,2,annual,partner_api_order,true,
1415,2025-01-29,S02747,NEW,8,annual,partner_api_order,true,
1416,2025-01-29,S03017,NEW,11,monthly,partner_api_order,true,
1417,2025-01-29,S03090,NEW,7,annual,partner_api_order,true,
1418,2025-01-29,S03898,NEW,6,annual,partner_api_order,true,
1419,2025-01-29,S02315,REDUCE,8,,partner_api_order,true,
1420,2025-01-29,S04154,ADD,19,,partner_api_order,true,
1421,2025-01-30,S01495,NEW,21,annual,partner_api_order,true,
1422,2025-01-30,S01747,NEW,47,annual,partner_api_order,true,
1423,2025-01-30,S02678,NEW,4,monthly,partner_api_order,true,
1424,2025-01-30,S03486,NEW,14,annual,partner_api_order,true,
1425,2025-01-30,S01596,ADD,34,,partner_api_order,true,
1426,2025-01-30,S02648,REDUCE,6,,partner_api_order,true,
1427,2025-01-30,S02863,REDUCE,2,,partner_api_order,true,
1428,2025-01-30,S03290,REDUCE,14,,partner_api_order,true,
1429,2025-01-31,S01595,NEW,14,monthly,partner_api_order,true,
1430,2025-01-31,S01896,NEW,8,monthly,partner_api_order,true,
1431,2025-01-31,S03389,NEW,7,monthly,partner_api_order,true,
1432,2025-01-31,S03596,NEW,9,annual,partner_api_order,true,
1433,2025-01-31,S00331,CANCEL,0,,partner_api_order,true,
1434,2025-01-31,S00596,ADD,5,,partner_api_order,false,NOOP_QUANTITY
1435,2025-01-31,S00660,ADD,11,,partner_api_order,true,
1436,2025-01-31,S01319,REDUCE,11,,partner_api_order,true,
1437,2025-01-31,S01367,ADD,10,,partner_api_order,true,
1438,2025-01-31,S02678,CANCEL,0,,partner_api_order,true,
1439,2025-01-31,S03017,ADD,14,,partner_api_order,true,
1440,2025-01-31,S04173,ADD,16,,partner_api_order,true,
1441,2025-02-01,S00286,NEW,12,annual,partner_api_order,true,
1442,2025-02-01,S00492,NEW,4,monthly,partner_api_order,true,
1443,2025-02-01,S02193,NEW,25,monthly,partner_api_order,true,
1444,2025-02-01,S02215,NEW,39,annual,partner_api_order,true,
1445,2025-02-01,S02247,NEW,9,annual,partner_api_order,true,
1446,2025-02-01,S03933,NEW,3,annual,partner_api_order,true,
1447,2025-02-01,S01810,REDUCE,5,,partner_api_order,true,
1448,2025-02-01,S02024,ADD,74,,partner_api_order,true,
1449,2025-02-02,S00431,NEW,4,monthly,partner_api_order,true,
1450,2025-02-02,S00494,NEW,17,annual,partner_api_order,true,
1451,2025-02-02,S00643,NEW,6,annual,partner_api_order,true,
1452,2025-02-02,S01541,NEW,5,annual,partner_api_order,true,
1453,2025-02-02,S02120,NEW,4,annual,partner_api_order,true,
1454,2025-02-02,S02921,NEW,30,monthly,partner_api_order,true,
1455,2025-02-02,S03264,NEW,7,annual,partner_api_order,true,
1456,2025-02-02,S04180,NEW,3,monthly,partner_api_order,true,
1457,2025-02-02,S00938,REDUCE,3,,partner_api_order,true,
1458,2025-02-02,S01283,ADD,33,,partner_api_order,true,
1459,2025-02-02,S01546,ADD,3,,partner_api_order,true,
1460,2025-02-02,S02112,ADD,28,,partner_api_order,true,
1461,2025-02-02,S02255,ADD,7,,partner_api_order,true,
1462,2025-02-02,S02527,ADD,13,,partner_api_order,true,
1463,2025-02-02,S03816,ADD,4,,partner_api_order,true,
1464,2025-02-03,S00509,NEW,13,annual,partner_api_order,true,
1465,2025-02-03,S00754,NEW,10,annual,partner_api_order,true,
1466,2025-02-03,S01045,NEW,4,monthly,partner_api_order,true,
1467,2025-02-03,S01099,NEW,5,annual,partner_api_order,true,
1468,2025-02-03,S01400,NEW,3,monthly,partner_api_order,true,
1469,2025-02-03,S02220,NEW,5,annual,partner_api_order,true,
1470,2025-02-03,S04336,REDUCE,32,,partner_api_order,true,
1471,2025-02-04,S00606,NEW,43,annual,partner_api_order,true,
1472,2025-02-04,S02047,NEW,47,monthly,partner_api_order,true,
1473,2025-02-04,S04191,NEW,6,annual,partner_api_order,true,
1474,2025-02-04,S01353,CANCEL,0,,partner_api_order,true,
1475,2025-02-05,S00077,NEW,28,monthly,partner_api_order,true,
1476,2025-02-05,S01272,NEW,7,annual,partner_api_order,true,
1477,2025-02-05,S01399,NEW,4,monthly,partner_api_order,true,
1478,2025-02-05,S01444,NEW,2,annual,partner_api_order,true,
1479,2025-02-05,S01831,NEW,11,monthly,partner_api_order,true,
1480,2025-02-05,S01939,NEW,2,monthly,partner_api_order,true,
1481,2025-02-05,S02012,NEW,3,monthly,partner_api_order,true,
1482,2025-02-05,S03477,NEW,5,annual,partner_api_order,true,
1483,2025-02-05,S03524,NEW,10,annual,partner_api_order,true,
1484,2025-02-05,S03553,NEW,26,annual,partner_api_order,true,
1485,2025-02-05,S03977,NEW,3,monthly,partner_api_order,true,
1486,2025-02-05,S03988,NEW,24,monthly,partner_api_order,true,
1487,2025-02-05,S04253,NEW,4,annual,partner_api_order,true,
1488,2025-02-06,S00393,NEW,9,monthly,partner_api_order,true,
1489,2025-02-06,S01464,NEW,7,annual,partner_api_order,true,
1490,2025-02-06,S01569,NEW,8,monthly,partner_api_order,true,
1491,2025-02-06,S02103,NEW,18,annual,partner_api_order,true,
1492,2025-02-06,S03691,NEW,26,annual,partner_api_order,true,
1493,2025-02-06,S04140,NEW,7,monthly,partner_api_order,true,
1494,2025-02-06,S00170,ADD,9,,partner_api_order,true,
1495,2025-02-06,S00225,REDUCE,18,,partner_api_order,true,
1496,2025-02-06,S04327,ADD,9,,partner_api_order,true,
1497,2025-02-07,S00800,NEW,4,annual,partner_api_order,true,
1498,2025-02-07,S01240,NEW,10,monthly,partner_api_order,true,
1499,2025-02-07,S03347,NEW,7,annual,partner_api_order,true,
1500,2025-02-07,S00332,ADD,3,,partner_api_order,true,
1501,2025-02-07,S90275,ADD,9,,partner_api_order,false,UNKNOWN_SUBSCRIPTION
1502,2025-02-08,S00407,NEW,17,annual,partner_api_order,true,
1503,2025-02-08,S00812,NEW,12,annual,partner_api_order,true,
1504,2025-02-08,S03158,NEW,34,monthly,partner_api_order,true,
1505,2025-02-08,S03918,NEW,4,annual,partner_api_order,true,
1506,2025-02-08,S04143,NEW,5,monthly,partner_api_order,true,
1507,2025-02-08,S04222,NEW,2,annual,partner_api_order,true,
1508,2025-02-08,S04321,NEW,13,monthly,partner_api_order,true,
1509,2025-02-08,S01003,REDUCE,25,,partner_api_order,true,
1510,2025-02-08,S01446,REDUCE,4,,partner_api_order,true,
1511,2025-02-08,S01817,ADD,5,,partner_api_order,true,
1512,2025-02-08,S02747,ADD,12,,partner_api_order,true,
1513,2025-02-08,S04159,CANCEL,0,,partner_api_order,true,
1514,2025-02-09,S00290,NEW,4,monthly,partner_api_order,true,
1515,2025-02-09,S00417,NEW,13,monthly,partner_api_order,true,
1516,2025-02-09,S02135,NEW,15,monthly,partner_api_order,true,
1517,2025-02-09,S01205,CANCEL,0,,partner_api_order,true,
1518,2025-02-10,S01113,NEW,9,annual,partner_api_order,true,
1519,2025-02-10,S02791,NEW,5,annual,partner_api_order,true,
1520,2025-02-10,S03094,NEW,4,monthly,partner_api_order,true,
1521,2025-02-10,S04238,NEW,2,monthly,partner_api_order,true,
1522,2025-02-10,S01507,ADD,23,,partner_api_order,true,
1523,2025-02-10,S03757,ADD,2,,partner_api_order,true,
1524,2025-02-11,S00979,NEW,312,annual,contract_record,true,
1525,2025-02-11,S01145,NEW,1,monthly,partner_api_order,true,
1526,2025-02-11,S02946,NEW,6,monthly,partner_api_order,true,
1527,2025-02-11,S03266,NEW,6,monthly,partner_api_order,true,
1528,2025-02-11,S03476,NEW,12,annual,partner_api_order,true,
1529,2025-02-11,S02141,ADD,5,,partner_api_order,false,NOOP_QUANTITY
1530,2025-02-12,S01780,NEW,10,annual,partner_api_order,true,
1531,2025-02-12,S02081,NEW,2,annual,partner_api_order,true,
1532,2025-02-12,S02339,NEW,9,annual,partner_api_order,true,
1533,2025-02-12,S03312,NEW,11,annual,partner_api_order,true,
1534,2025-02-12,S00141,REDUCE,6,,partner_api_order,true,
1535,2025-02-12,S00524,ADD,44,,partner_api_order,true,
1536,2025-02-12,S03422,CANCEL,0,,partner_api_order,true,
1537,2025-02-13,S01333,NEW,7,monthly,partner_api_order,true,
1538,2025-02-13,S01585,NEW,1,monthly,partner_api_order,true,
1539,2025-02-13,S02222,NEW,6,annual,partner_api_order,true,
1540,2025-02-13,S02897,NEW,10,annual,partner_api_order,true,
1541,2025-02-13,S03513,NEW,41,annual,partner_api_order,true,
1542,2025-02-13,S03763,NEW,6,annual,partner_api_order,true,
1543,2025-02-13,S02267,ADD,10,,partner_api_order,true,
1544,2025-02-13,S02458,ADD,16,,partner_api_order,true,
1545,2025-02-13,S02737,ADD,18,,partner_api_order,true,
1546,2025-02-14,S00327,NEW,3,monthly,partner_api_order,true,
1547,2025-02-14,S03048,ADD,158,,contract_record,true,
1548,2025-02-14,S03400,CANCEL,0,,partner_api_order,true,
1549,2025-02-15,S00545,NEW,4,monthly,partner_api_order,true,
1550,2025-02-15,S00575,NEW,5,monthly,partner_api_order,true,
1551,2025-02-15,S00679,NEW,17,annual,partner_api_order,true,
1552,2025-02-15,S01275,NEW,2,annual,partner_api_order,true,
1553,2025-02-15,S01758,NEW,4,annual,partner_api_order,true,
1554,2025-02-15,S02072,NEW,7,monthly,partner_api_order,true,
1555,2025-02-15,S02556,NEW,17,monthly,partner_api_order,true,
1556,2025-02-15,S02607,NEW,24,annual,partner_api_order,true,
1557,2025-02-15,S03197,NEW,9,annual,partner_api_order,true,
1558,2025-02-15,S03201,NEW,16,annual,partner_api_order,true,
1559,2025-02-15,S03874,NEW,9,annual,partner_api_order,true,
1560,2025-02-15,S00051,ADD,9,,partner_api_order,true,
1561,2025-02-15,S00719,REDUCE,7,,partner_api_order,true,
1562,2025-02-15,S03734,ADD,9,,partner_api_order,true,
1563,2025-02-15,S04222,ADD,3,,partner_api_order,true,
1564,2025-02-16,S00146,NEW,7,monthly,partner_api_order,true,
1565,2025-02-16,S00156,NEW,1,monthly,partner_api_order,true,
1566,2025-02-16,S01057,NEW,6,monthly,partner_api_order,true,
1567,2025-02-16,S01131,NEW,4,monthly,partner_api_order,true,
1568,2025-02-16,S01334,NEW,6,annual,partner_api_order,true,
1569,2025-02-16,S01750,NEW,13,annual,partner_api_order,true,
1570,2025-02-16,S03565,NEW,15,annual,partner_api_order,true,
1571,2025-02-16,S03741,NEW,16,annual,partner_api_order,true,
1572,2025-02-16,S03952,ADD,7,,partner_api_order,true,
1573,2025-02-17,S01072,NEW,6,annual,partner_api_order,true,
1574,2025-02-17,S01188,NEW,17,monthly,partner_api_order,true,
1575,2025-02-17,S00411,ADD,568,,contract_record,true,
1576,2025-02-17,S00743,ADD,7,,partner_api_order,true,
1577,2025-02-17,S01988,ADD,2,,partner_api_order,true,
1578,2025-02-17,S03238,ADD,44,,partner_api_order,true,
1579,2025-02-17,S03252,CANCEL,0,,partner_api_order,true,
1580,2025-02-17,S03396,REDUCE,8,,partner_api_order,true,
1581,2025-02-17,S03473,ADD,6,,partner_api_order,true,
1582,2025-02-18,S00056,NEW,2,annual,partner_api_order,true,
1583,2025-02-18,S00621,NEW,14,monthly,partner_api_order,true,
1584,2025-02-18,S01129,NEW,22,annual,partner_api_order,true,
1585,2025-02-18,S01191,NEW,21,monthly,partner_api_order,true,
1586,2025-02-18,S02200,NEW,34,annual,partner_api_order,true,
1587,2025-02-18,S02274,NEW,9,monthly,partner_api_order,true,
1588,2025-02-18,S02440,NEW,9,monthly,partner_api_order,true,
1589,2025-02-18,S03688,NEW,8,annual,partner_api_order,true,
1590,2025-02-18,S03817,NEW,28,monthly,partner_api_order,true,
1591,2025-02-18,S03729,ADD,21,,partner_api_order,true,
1592,2025-02-18,S03793,REDUCE,14,,partner_api_order,true,
1593,2025-02-19,S00143,NEW,14,annual,partner_api_order,true,
1594,2025-02-19,S01027,NEW,3,annual,partner_api_order,true,
1595,2025-02-19,S01133,NEW,6,monthly,partner_api_order,true,
1596,2025-02-19,S01262,NEW,2,annual,partner_api_order,true,
1597,2025-02-19,S01588,NEW,7,annual,partner_api_order,true,
1598,2025-02-19,S02363,NEW,12,monthly,partner_api_order,true,
1599,2025-02-19,S03040,NEW,2,annual,partner_api_order,true,
1600,2025-02-19,S04209,NEW,15,monthly,partner_api_order,true,
1601,2025-02-19,S00159,NEW,5,annual,partner_api_order,false,DUPLICATE_NEW
1602,2025-02-19,S02750,REDUCE,254,,contract_record,true,
1603,2025-02-20,S00059,NEW,4,monthly,partner_api_order,true,
1604,2025-02-20,S00521,NEW,8,monthly,partner_api_order,true,
1605,2025-02-20,S01330,NEW,12,annual,partner_api_order,true,
1606,2025-02-20,S01355,NEW,15,annual,partner_api_order,true,
1607,2025-02-20,S02017,NEW,21,monthly,partner_api_order,true,
1608,2025-02-20,S03308,NEW,17,annual,partner_api_order,true,
1609,2025-02-20,S03504,NEW,4,annual,partner_api_order,true,
1610,2025-02-20,S04111,NEW,8,monthly,partner_api_order,true,
1611,2025-02-20,S03040,REDUCE,1,,partner_api_order,true,
1612,2025-02-20,S03603,REDUCE,2,,partner_api_order,true,
1613,2025-02-21,S00593,NEW,8,annual,partner_api_order,true,
1614,2025-02-21,S01052,NEW,11,monthly,partner_api_order,true,
1615,2025-02-21,S01649,NEW,8,monthly,partner_api_order,true,
1616,2025-02-21,S03251,NEW,18,monthly,partner_api_order,true,
1617,2025-02-21,S00679,REDUCE,12,,partner_api_order,true,
1618,2025-02-21,S01068,REDUCE,1,,partner_api_order,true,
1619,2025-02-21,S02218,REDUCE,5,,partner_api_order,true,
1620,2025-02-22,S00012,NEW,27,annual,partner_api_order,true,
1621,2025-02-22,S00994,NEW,15,annual,partner_api_order,true,
1622,2025-02-22,S01049,NEW,8,annual,partner_api_order,true,
1623,2025-02-22,S02846,NEW,9,annual,partner_api_order,true,
1624,2025-02-22,S04104,ADD,34,,partner_api_order,true,
1625,2025-02-23,S00871,NEW,8,annual,partner_api_order,true,
1626,2025-02-23,S00986,NEW,6,annual,partner_api_order,true,
1627,2025-02-23,S02054,NEW,13,annual,partner_api_order,true,
1628,2025-02-23,S02546,NEW,2,annual,partner_api_order,true,
1629,2025-02-23,S02798,NEW,9,annual,partner_api_order,true,
1630,2025-02-23,S00912,CANCEL,0,,partner_api_order,true,
1631,2025-02-23,S02199,ADD,2,,partner_api_order,true,
1632,2025-02-23,S02607,CANCEL,0,,partner_api_order,true,
1633,2025-02-23,S02845,CANCEL,0,,partner_api_order,true,
1634,2025-02-23,S03294,ADD,8,,partner_api_order,true,
1635,2025-02-24,S00166,NEW,3,monthly,partner_api_order,true,
1636,2025-02-24,S01037,NEW,11,monthly,partner_api_order,true,
1637,2025-02-24,S01695,NEW,4,monthly,partner_api_order,true,
1638,2025-02-24,S01888,NEW,21,annual,partner_api_order,true,
1639,2025-02-24,S02224,NEW,8,annual,partner_api_order,true,
1640,2025-02-24,S03361,NEW,12,monthly,partner_api_order,true,
1641,2025-02-24,S03429,NEW,4,annual,partner_api_order,true,
1642,2025-02-24,S04290,NEW,10,monthly,partner_api_order,true,
1643,2025-02-24,S00143,REDUCE,7,,partner_api_order,true,
1644,2025-02-24,S02955,ADD,14,,partner_api_order,false,NOOP_QUANTITY
1645,2025-02-24,S04184,ADD,3,,partner_api_order,true,
1646,2025-02-25,S00876,NEW,8,annual,partner_api_order,true,
1647,2025-02-25,S00928,NEW,12,monthly,partner_api_order,true,
1648,2025-02-25,S02345,NEW,19,annual,partner_api_order,true,
1649,2025-02-25,S03016,NEW,29,annual,partner_api_order,true,
1650,2025-02-25,S03225,NEW,15,monthly,partner_api_order,true,
1651,2025-02-25,S03779,NEW,163,annual,contract_record,true,
1652,2025-02-25,S04134,NEW,10,monthly,partner_api_order,true,
1653,2025-02-25,S02389,ADD,8,,partner_api_order,true,
1654,2025-02-25,S03038,ADD,10,,partner_api_order,true,
1655,2025-02-26,S00856,NEW,5,annual,partner_api_order,true,
1656,2025-02-26,S01981,NEW,5,annual,partner_api_order,true,
1657,2025-02-26,S02375,NEW,3,annual,partner_api_order,true,
1658,2025-02-26,S02765,NEW,19,monthly,partner_api_order,true,
1659,2025-02-26,S02817,NEW,3,annual,partner_api_order,true,
1660,2025-02-26,S00789,REDUCE,4,,partner_api_order,true,
1661,2025-02-26,S01515,ADD,11,,partner_api_order,true,
1662,2025-02-26,S01714,ADD,3,,partner_api_order,true,
1663,2025-02-26,S02881,ADD,10,,partner_api_order,true,
1664,2025-02-26,S02941,REDUCE,2,,partner_api_order,true,
1665,2025-02-26,S03251,ADD,24,,partner_api_order,true,
1666,2025-02-27,S00268,NEW,32,annual,partner_api_order,true,
1667,2025-02-27,S01179,NEW,588,annual,contract_record,true,
1668,2025-02-27,S02426,NEW,10,annual,partner_api_order,true,
1669,2025-02-27,S02706,NEW,31,annual,partner_api_order,true,
1670,2025-02-27,S04060,NEW,5,annual,partner_api_order,true,
1671,2025-02-27,S04146,NEW,27,monthly,partner_api_order,true,
1672,2025-02-27,S04217,NEW,6,monthly,partner_api_order,true,
1673,2025-02-27,S00261,ADD,251,,contract_record,true,
1674,2025-02-27,S02363,ADD,16,,partner_api_order,true,
1675,2025-02-27,S03606,ADD,34,,partner_api_order,true,
1676,2025-02-27,S03607,ADD,16,,partner_api_order,true,
1677,2025-02-28,S00859,NEW,15,annual,partner_api_order,true,
1678,2025-02-28,S01289,NEW,9,annual,partner_api_order,true,
1679,2025-02-28,S01580,NEW,29,annual,partner_api_order,true,
1680,2025-02-28,S02414,NEW,14,annual,partner_api_order,true,
1681,2025-02-28,S03687,NEW,7,monthly,partner_api_order,true,
1682,2025-02-28,S01831,ADD,15,,partner_api_order,true,
1683,2025-02-28,S02765,ADD,21,,partner_api_order,true,
1684,2025-03-01,S00231,NEW,17,monthly,partner_api_order,true,
1685,2025-03-01,S02080,NEW,14,annual,partner_api_order,true,
1686,2025-03-01,S02476,NEW,5,annual,partner_api_order,true,
1687,2025-03-01,S03020,NEW,7,annual,partner_api_order,true,
1688,2025-03-01,S03825,NEW,7,annual,partner_api_order,true,
1689,2025-03-01,S03844,NEW,105,annual,contract_record,true,
1690,2025-03-01,S01035,ADD,4,,partner_api_order,true,
1691,2025-03-02,S00046,NEW,22,annual,partner_api_order,true,
1692,2025-03-02,S01137,NEW,11,annual,partner_api_order,true,
1693,2025-03-02,S03088,NEW,1,monthly,partner_api_order,true,
1694,2025-03-02,S01044,ADD,11,,partner_api_order,true,
1695,2025-03-02,S02481,REDUCE,1,,partner_api_order,true,
1696,2025-03-02,S02601,ADD,3,,partner_api_order,true,
1697,2025-03-02,S02759,ADD,3,,partner_api_order,true,
1698,2025-03-02,S03197,ADD,14,,partner_api_order,true,
1699,2025-03-03,S02201,NEW,32,monthly,partner_api_order,true,
1700,2025-03-03,S03423,NEW,1,annual,partner_api_order,true,
1701,2025-03-03,S03454,NEW,16,annual,partner_api_order,true,
1702,2025-03-03,S00897,ADD,3,,partner_api_order,true,
1703,2025-03-04,S00397,NEW,240,annual,contract_record,true,
1704,2025-03-04,S00408,NEW,33,annual,partner_api_order,true,
1705,2025-03-04,S00763,NEW,160,monthly,contract_record,true,
1706,2025-03-04,S01234,NEW,11,monthly,partner_api_order,true,
1707,2025-03-04,S01358,NEW,8,annual,partner_api_order,true,
1708,2025-03-04,S02278,NEW,5,annual,partner_api_order,true,
1709,2025-03-04,S03785,NEW,7,annual,partner_api_order,true,
1710,2025-03-04,S04136,NEW,7,monthly,partner_api_order,true,
1711,2025-03-04,S02184,CANCEL,0,,partner_api_order,true,
1712,2025-03-04,S03587,REDUCE,3,,partner_api_order,true,
1713,2025-03-05,S00405,NEW,6,annual,partner_api_order,true,
1714,2025-03-05,S00470,NEW,5,monthly,partner_api_order,true,
1715,2025-03-05,S01158,NEW,3,annual,partner_api_order,true,
1716,2025-03-05,S01903,NEW,12,annual,partner_api_order,true,
1717,2025-03-05,S02868,NEW,15,monthly,partner_api_order,true,
1718,2025-03-05,S03297,NEW,6,annual,partner_api_order,true,
1719,2025-03-05,S03305,NEW,29,monthly,partner_api_order,true,
1720,2025-03-05,S03964,NEW,2,monthly,partner_api_order,true,
1721,2025-03-05,S04261,NEW,10,annual,partner_api_order,true,
1722,2025-03-05,S01635,CANCEL,0,,partner_api_order,true,
1723,2025-03-05,S01867,ADD,10,,partner_api_order,true,
1724,2025-03-05,S01966,CANCEL,0,,partner_api_order,true,
1725,2025-03-06,S00047,NEW,9,monthly,partner_api_order,true,
1726,2025-03-06,S01465,NEW,140,annual,contract_record,true,
1727,2025-03-06,S02424,NEW,5,monthly,partner_api_order,true,
1728,2025-03-06,S02804,NEW,6,annual,partner_api_order,true,
1729,2025-03-06,S03064,NEW,13,annual,partner_api_order,true,
1730,2025-03-06,S03966,NEW,1,monthly,partner_api_order,true,
1731,2025-03-06,S03970,NEW,7,annual,partner_api_order,true,
1732,2025-03-06,S03048,ADD,180,,contract_record,true,
1733,2025-03-07,S00229,NEW,72,monthly,partner_api_order,true,
1734,2025-03-07,S00307,NEW,13,annual,partner_api_order,true,
1735,2025-03-07,S01159,NEW,6,annual,partner_api_order,true,
1736,2025-03-07,S01489,NEW,11,annual,partner_api_order,true,
1737,2025-03-07,S01736,NEW,37,monthly,partner_api_order,true,
1738,2025-03-07,S02086,NEW,12,annual,partner_api_order,true,
1739,2025-03-07,S03847,NEW,5,monthly,partner_api_order,true,
1740,2025-03-07,S04231,NEW,12,annual,partner_api_order,true,
1741,2025-03-07,S02050,REDUCE,2,,partner_api_order,true,
1742,2025-03-07,S03875,REDUCE,4,,partner_api_order,true,
1743,2025-03-07,S04356,CANCEL,0,,partner_api_order,true,
1744,2025-03-08,S00959,NEW,1,annual,partner_api_order,true,
1745,2025-03-08,S01081,NEW,10,monthly,partner_api_order,true,
1746,2025-03-08,S01900,NEW,10,annual,partner_api_order,true,
1747,2025-03-08,S02316,NEW,7,annual,partner_api_order,true,
1748,2025-03-08,S03230,NEW,15,annual,partner_api_order,true,
1749,2025-03-09,S00119,NEW,8,monthly,partner_api_order,true,
1750,2025-03-09,S02217,NEW,289,monthly,contract_record,true,
1751,2025-03-09,S03633,NEW,3,annual,partner_api_order,true,
1752,2025-03-09,S04375,NEW,59,annual,partner_api_order,true,
1753,2025-03-09,S01158,REDUCE,1,,partner_api_order,true,
1754,2025-03-09,S02745,ADD,7,,partner_api_order,true,
1755,2025-03-09,S04105,REDUCE,2,,partner_api_order,true,
1756,2025-03-10,S00528,NEW,7,monthly,partner_api_order,true,
1757,2025-03-10,S00922,NEW,8,annual,partner_api_order,true,
1758,2025-03-10,S02699,NEW,6,monthly,partner_api_order,true,
1759,2025-03-10,S02857,NEW,23,annual,partner_api_order,true,
1760,2025-03-10,S03864,NEW,4,annual,partner_api_order,true,
1761,2025-03-10,S04056,NEW,174,monthly,contract_record,true,
1762,2025-03-10,S01176,ADD,7,,partner_api_order,true,
1763,2025-03-10,S02376,ADD,4,,partner_api_order,true,
1764,2025-03-10,S03396,ADD,11,,partner_api_order,true,
1765,2025-03-11,S00591,NEW,2,annual,partner_api_order,true,
1766,2025-03-11,S02923,NEW,9,annual,partner_api_order,true,
1767,2025-03-11,S03148,NEW,9,monthly,partner_api_order,true,
1768,2025-03-11,S03374,NEW,7,annual,partner_api_order,true,
1769,2025-03-11,S01438,ADD,8,,partner_api_order,true,
1770,2025-03-11,S03854,REDUCE,1,,partner_api_order,true,
1771,2025-03-12,S00006,NEW,12,annual,partner_api_order,true,
1772,2025-03-12,S00402,NEW,7,annual,partner_api_order,true,
1773,2025-03-12,S01235,NEW,12,monthly,partner_api_order,true,
1774,2025-03-12,S01425,NEW,1,annual,partner_api_order,true,
1775,2025-03-12,S02581,NEW,4,monthly,partner_api_order,true,
1776,2025-03-12,S03897,NEW,27,monthly,partner_api_order,true,
1777,2025-03-12,S04215,NEW,11,monthly,partner_api_order,true,
1778,2025-03-12,S02030,ADD,26,,partner_api_order,true,
1779,2025-03-12,S02065,REDUCE,2,,partner_api_order,true,
1780,2025-03-12,S02103,NEW,18,annual,partner_api_order,false,DUPLICATE_NEW
1781,2025-03-12,S02120,ADD,5,,partner_api_order,true,
1782,2025-03-13,S00339,NEW,5,monthly,partner_api_order,true,
1783,2025-03-13,S01281,NEW,17,annual,partner_api_order,true,
1784,2025-03-13,S02270,NEW,8,annual,partner_api_order,true,
1785,2025-03-13,S03405,NEW,4,monthly,partner_api_order,true,
1786,2025-03-13,S02411,REDUCE,6,,partner_api_order,true,
