transaction_id,subscription_key,term_type,transaction_type,received_date,term_seq,landing_date,days_pending,landed_by_as_of,took_effect_as_scheduled
5467,S01135,annual,REDUCE,2026-02-13,2,2026-10-24,253,false,false
7148,S01149,annual,REDUCE,2026-06-09,1,2026-06-11,2,true,true
7201,S01155,monthly,REDUCE,2026-06-12,1,2026-06-30,18,true,true
3130,S01156,monthly,CANCEL,2025-07-28,11,2025-08-27,30,true,true
1753,S01158,annual,REDUCE,2025-03-09,1,2026-03-05,361,true,false
4682,S01158,annual,ADD,2025-12-13,1,2026-03-05,82,true,true
3146,S01167,monthly,CANCEL,2025-07-29,7,2025-08-06,8,true,true
7111,S01168,annual,CANCEL,2026-06-06,1,2027-01-09,217,false,false
1233,S01171,monthly,REDUCE,2025-01-02,2,2025-01-11,9,true,true
5241,S01173,monthly,REDUCE,2026-01-26,3,2026-02-11,16,true,true
6024,S01174,annual,REDUCE,2026-03-23,2,2026-09-22,183,false,false
6462,S01174,annual,CANCEL,2026-04-23,2,2026-09-22,152,false,false
6592,S01177,annual,REDUCE,2026-05-03,2,2026-11-04,185,false,false
2848,S01181,annual,CANCEL,2025-06-30,1,2026-05-21,325,true,true
4059,S01186,monthly,REDUCE,2025-10-20,3,2025-11-11,22,true,true
2880,S01188,monthly,REDUCE,2025-07-02,5,2025-07-17,15,true,true
2041,S01190,monthly,CANCEL,2025-04-09,5,2025-05-01,22,true,true
5059,S01198,monthly,CANCEL,2026-01-13,15,2026-01-17,4,true,true
6532,S01202,annual,CANCEL,2026-04-28,1,2027-03-18,324,false,false
505,S01204,monthly,REDUCE,2024-09-26,2,2024-10-06,10,true,true
1517,S01205,annual,CANCEL,2025-02-09,1,2025-10-22,255,true,true
6103,S01207,monthly,REDUCE,2026-03-29,6,2026-04-09,11,true,true
5060,S01209,annual,CANCEL,2026-01-13,2,2026-07-08,176,false,false
3033,S01210,annual,REDUCE,2025-07-17,1,2025-10-15,90,true,true
4060,S01210,annual,CANCEL,2025-10-20,2,2026-10-15,360,false,false
4201,S01211,monthly,CANCEL,2025-11-02,2,2025-11-19,17,true,true
2822,S01220,annual,REDUCE,2025-06-28,1,2026-03-24,269,true,true
4428,S01221,annual,REDUCE,2025-11-21,2,2026-10-12,325,false,false
7231,S01221,annual,CANCEL,2026-06-14,2,2026-10-12,120,false,false
3373,S01223,annual,REDUCE,2025-08-19,1,2026-08-04,350,false,false
7388,S01223,annual,ADD,2026-06-24,1,2026-08-04,41,false,false
3147,S01225,monthly,REDUCE,2025-07-29,12,2025-08-12,14,true,true
4186,S01231,annual,REDUCE,2025-11-01,1,2025-12-19,48,true,true
3826,S01234,monthly,REDUCE,2025-09-29,7,2025-10-04,5,true,true
3273,S01239,annual,CANCEL,2025-08-10,1,2026-06-18,312,true,true
5374,S01240,monthly,CANCEL,2026-02-05,12,2026-02-07,2,true,true
3669,S01247,annual,CANCEL,2025-09-14,1,2026-09-05,356,false,false
506,S01249,monthly,REDUCE,2024-09-26,1,2024-10-25,29,true,true
3887,S01252,annual,CANCEL,2025-10-04,1,2026-03-19,166,true,true
4224,S01254,annual,REDUCE,2025-11-04,1,2025-11-26,22,true,true
3747,S01258,monthly,REDUCE,2025-09-22,2,2025-09-23,1,true,true
1842,S01259,monthly,REDUCE,2025-03-20,1,2025-04-18,29,true,true
1364,S01261,monthly,REDUCE,2025-01-21,3,2025-02-09,19,true,true
4892,S01273,annual,REDUCE,2025-12-31,1,2026-07-26,207,false,false
4994,S01275,annual,REDUCE,2026-01-08,1,2026-02-15,38,true,true
2359,S01276,annual,REDUCE,2025-05-12,1,2026-05-06,359,true,true
5255,S01280,annual,CANCEL,2026-01-27,1,2027-01-20,358,false,false
5019,S01282,annual,REDUCE,2026-01-10,2,2026-10-04,267,false,false
2909,S01283,annual,REDUCE,2025-07-05,1,2025-07-10,5,true,true
5153,S01286,monthly,REDUCE,2026-01-20,16,2026-02-03,14,true,true
6675,S01286,monthly,REDUCE,2026-05-08,20,2026-06-03,26,true,true
4856,S01287,annual,REDUCE,2025-12-27,1,2026-12-26,364,false,false
5555,S01288,annual,REDUCE,2026-02-19,1,2026-10-06,229,false,false
3888,S01289,annual,REDUCE,2025-10-04,1,2026-02-28,147,true,true
5729,S01289,annual,CANCEL,2026-03-02,2,2027-02-28,363,false,false
5527,S01292,monthly,CANCEL,2026-02-17,14,2026-02-27,10,true,true
2625,S01296,annual,CANCEL,2025-06-09,1,2025-10-17,130,true,true
7100,S01300,monthly,CANCEL,2026-06-05,8,2026-07-01,26,false,false
5482,S01307,annual,REDUCE,2026-02-14,2,2026-09-17,215,false,false
4931,S01308,annual,CANCEL,2026-01-03,1,2026-10-28,298,false,false
1436,S01319,monthly,REDUCE,2025-01-31,3,2025-02-09,9,true,true
1853,S01319,monthly,CANCEL,2025-03-21,5,2025-04-09,19,true,true
801,S01322,monthly,CANCEL,2024-11-08,1,2024-11-18,10,true,true
1005,S01328,annual,CANCEL,2024-12-04,1,2025-11-22,353,true,true
5998,S01330,annual,REDUCE,2026-03-21,2,2027-02-20,336,false,false
7202,S01331,monthly,REDUCE,2026-06-12,13,2026-06-24,12,true,true
3352,S01337,monthly,REDUCE,2025-08-17,9,2025-08-22,5,true,true
6710,S01338,monthly,REDUCE,2026-05-10,16,2026-05-17,7,true,true
6123,S01339,annual,CANCEL,2026-03-30,1,2027-03-25,360,false,false
998,S01342,monthly,CANCEL,2024-12-03,3,2024-12-15,12,true,true
960,S01347,annual,CANCEL,2024-11-29,1,2025-11-24,360,true,true
5448,S01348,monthly,REDUCE,2026-02-12,14,2026-02-18,6,true,true
3832,S01352,annual,REDUCE,2025-09-30,2,2026-09-06,341,false,false
1474,S01353,monthly,CANCEL,2025-02-04,7,2025-02-27,23,true,true
2104,S01356,annual,REDUCE,2025-04-15,1,2025-09-11,149,true,true
4563,S01357,annual,CANCEL,2025-12-02,1,2026-07-11,221,false,false
5649,S01358,annual,REDUCE,2026-02-25,1,2026-03-04,7,true,true
666,S01359,annual,REDUCE,2024-10-21,1,2025-10-16,360,true,true
6502,S01362,monthly,REDUCE,2026-04-26,4,2026-05-22,26,true,true
7300,S01368,monthly,REDUCE,2026-06-19,7,2026-06-28,9,true,true
4902,S01369,monthly,REDUCE,2026-01-01,12,2026-01-18,17,true,true
5154,S01370,annual,REDUCE,2026-01-20,1,2026-04-06,76,true,true
2451,S01372,monthly,REDUCE,2025-05-23,8,2025-06-17,25,true,true
4390,S01379,annual,REDUCE,2025-11-18,2,2026-10-12,328,false,false
5050,S01383,monthly,CANCEL,2026-01-12,4,2026-02-03,22,true,true
7045,S01387,monthly,REDUCE,2026-06-01,10,2026-06-04,3,true,true
5385,S01389,annual,REDUCE,2026-02-06,1,2027-01-26,354,false,false
7137,S01393,annual,REDUCE,2026-06-08,2,2027-03-31,296,false,false
7324,S01398,monthly,REDUCE,2026-06-20,4,2026-07-05,15,false,false
5441,S01400,monthly,REDUCE,2026-02-11,13,2026-03-03,20,true,true
5429,S01403,annual,REDUCE,2026-02-10,1,2026-10-01,233,false,false
6049,S01403,annual,REDUCE,2026-03-25,1,2026-10-01,190,false,false
2970,S01405,annual,REDUCE,2025-07-11,1,2025-07-16,5,true,true
4046,S01412,monthly,REDUCE,2025-10-19,1,2025-11-18,30,true,true
6436,S01414,annual,CANCEL,2026-04-21,1,2027-03-09,322,false,false
760,S01415,annual,REDUCE,2024-11-03,1,2025-10-31,362,true,false
2154,S01415,annual,ADD,2025-04-19,1,2025-10-31,195,true,true
7122,S01417,monthly,REDUCE,2026-06-07,3,2026-06-09,2,true,true
7187,S01418,monthly,REDUCE,2026-06-11,7,2026-06-27,16,true,true
6856,S01422,monthly,REDUCE,2026-05-20,14,2026-06-17,28,true,true
7101,S01424,annual,CANCEL,2026-06-05,1,2027-04-30,329,false,false
2601,S01425,annual,REDUCE,2025-06-07,1,2026-03-12,278,true,true
5493,S01427,monthly,REDUCE,2026-02-15,2,2026-03-06,19,true,true
3815,S01428,annual,CANCEL,2025-09-28,1,2026-07-16,291,false,false
3785,S01433,annual,REDUCE,2025-09-25,1,2026-09-02,342,false,false
6518,S01435,monthly,CANCEL,2026-04-27,6,2026-05-04,7,true,true
2611,S01436,monthly,REDUCE,2025-06-08,11,2025-07-02,24,true,true
4501,S01436,monthly,REDUCE,2025-11-27,16,2025-12-02,5,true,true
6165,S01437,monthly,CANCEL,2026-04-02,11,2026-04-25,23,true,true
3119,S01438,monthly,REDUCE,2025-07-27,12,2025-08-14,18,true,true
4070,S01442,monthly,REDUCE,2025-10-21,4,2025-10-25,4,true,true
4202,S01444,annual,CANCEL,2025-11-02,1,2026-02-05,95,true,true
3644,S01445,annual,REDUCE,2025-09-12,1,2025-10-19,37,true,true
567,S01446,monthly,REDUCE,2024-10-06,3,2024-10-19,13,true,true
1510,S01446,monthly,REDUCE,2025-02-08,7,2025-02-19,11,true,true
3683,S01447,monthly,REDUCE,2025-09-16,6,2025-10-01,15,true,true
568,S01448,annual,REDUCE,2024-10-06,1,2025-09-03,332,true,true
6026,S01448,annual,REDUCE,2026-03-23,2,2026-09-03,164,false,false
1212,S01456,annual,REDUCE,2024-12-31,1,2025-12-24,358,true,true
4047,S01464,annual,REDUCE,2025-10-19,1,2026-02-06,110,true,true
3655,S01465,annual,CANCEL,2025-09-13,1,2026-03-06,174,true,true
4635,S01468,monthly,REDUCE,2025-12-09,4,2025-12-23,14,true,true
7150,S01473,monthly,REDUCE,2026-06-09,6,2026-06-18,9,true,true
2366,S01475,annual,REDUCE,2025-05-14,1,2025-07-16,63,true,true
3384,S01475,annual,REDUCE,2025-08-20,2,2026-07-16,330,false,false
3670,S01480,annual,REDUCE,2025-09-14,1,2026-05-11,239,true,true
4749,S01485,monthly,CANCEL,2025-12-18,6,2025-12-30,12,true,true
3494,S01487,annual,CANCEL,2025-08-29,1,2025-11-21,84,true,true
2417,S01489,annual,REDUCE,2025-05-20,1,2026-03-07,291,true,true
6503,S01489,annual,CANCEL,2026-04-26,2,2027-03-07,315,false,false
7219,S01490,monthly,CANCEL,2026-06-13,12,2026-07-02,19,false,false
4570,S01495,annual,REDUCE,2025-12-03,1,2026-01-30,58,true,true
748,S01498,monthly,REDUCE,2024-11-01,2,2024-11-06,5,true,true
6244,S01498,monthly,REDUCE,2026-04-08,20,2026-05-06,28,true,true
5731,S01508,monthly,REDUCE,2026-03-02,6,2026-04-02,31,true,true
4085,S01511,monthly,REDUCE,2025-10-23,4,2025-10-30,7,true,true
4849,S01511,monthly,REDUCE,2025-12-26,6,2025-12-30,4,true,true
2297,S01515,annual,REDUCE,2025-05-05,1,2025-10-12,160,true,true
4284,S01516,annual,CANCEL,2025-11-09,1,2025-12-10,31,true,true
5804,S01517,annual,REDUCE,2026-03-07,1,2026-09-15,192,false,false
4448,S01522,annual,REDUCE,2025-11-23,1,2026-11-18,360,false,false
4554,S01522,annual,ADD,2025-12-01,1,2026-11-18,352,false,false
4903,S01522,annual,REDUCE,2026-01-01,1,2026-11-18,321,false,false
5528,S01522,annual,REDUCE,2026-02-17,1,2026-11-18,274,false,false
6952,S01524,monthly,REDUCE,2026-05-26,4,2026-06-23,28,true,true
2475,S01527,annual,REDUCE,2025-05-25,1,2025-12-23,212,true,true
2726,S01535,annual,REDUCE,2025-06-21,1,2025-08-09,49,true,true
2559,S01546,annual,REDUCE,2025-06-04,1,2025-12-13,192,true,true
6534,S01546,annual,REDUCE,2026-04-28,2,2026-12-13,229,false,false
5062,S01550,monthly,CANCEL,2026-01-13,15,2026-01-28,15,true,true
3889,S01553,monthly,REDUCE,2025-10-04,3,2025-10-06,2,true,true
7290,S01553,monthly,REDUCE,2026-06-18,12,2026-07-06,18,false,false
6640,S01554,annual,REDUCE,2026-05-06,1,2026-07-23,78,false,false
6870,S01555,monthly,REDUCE,2026-05-21,10,2026-06-13,23,true,true
579,S01557,monthly,CANCEL,2024-10-08,4,2024-11-02,25,true,true
5408,S01559,monthly,REDUCE,2026-02-08,1,2026-03-07,27,true,true
4750,S01561,annual,REDUCE,2025-12-18,1,2026-11-26,343,false,false
5269,S01569,monthly,CANCEL,2026-01-28,12,2026-02-06,9,true,true
2933,S01573,monthly,REDUCE,2025-07-07,2,2025-08-04,28,true,true
5870,S01573,monthly,REDUCE,2026-03-12,10,2026-04-04,23,true,true
2439,S01574,monthly,REDUCE,2025-05-22,11,2025-06-20,29,true,true
6358,S01574,monthly,REDUCE,2026-04-16,21,2026-04-20,4,true,true
3019,S01579,monthly,REDUCE,2025-07-16,4,2025-08-08,23,true,true
5226,S01579,monthly,CANCEL,2026-01-25,10,2026-02-08,14,true,true
5984,S01582,annual,REDUCE,2026-03-20,1,2026-07-17,119,false,false
7244,S01584,monthly,CANCEL,2026-06-15,9,2026-06-20,5,true,true
7292,S01586,annual,REDUCE,2026-06-18,1,2027-03-28,283,false,false
5714,S01591,annual,CANCEL,2026-03-01,2,2026-11-04,248,false,false
4502,S01592,monthly,REDUCE,2025-11-27,17,2025-12-06,9,true,true
6409,S01597,annual,REDUCE,2026-04-19,1,2026-07-03,75,false,false
7407,S01599,monthly,CANCEL,2026-06-25,10,2026-07-18,23,false,false
3148,S01605,annual,REDUCE,2025-07-29,1,2025-10-20,83,true,true
4338,S01608,annual,CANCEL,2025-11-14,2,2026-08-09,268,false,false
3344,S01616,annual,REDUCE,2025-08-16,1,2025-12-08,114,true,true
2658,S01618,monthly,CANCEL,2025-06-13,2,2025-06-24,11,true,true
6232,S01626,monthly,REDUCE,2026-04-07,1,2026-04-16,9,true,true
2954,S01630,annual,CANCEL,2025-07-10,2,2026-07-09,364,false,false
2289,S01631,monthly,REDUCE,2025-05-04,7,2025-05-25,21,true,true
4203,S01633,monthly,REDUCE,2025-11-02,15,2025-12-01,29,true,true
1722,S01635,annual,CANCEL,2025-03-05,1,2025-07-20,137,true,true
4618,S01640,annual,CANCEL,2025-12-08,1,2026-10-21,317,false,false
3646,S01641,monthly,CANCEL,2025-09-12,14,2025-09-20,8,true,true
2500,S01644,monthly,REDUCE,2025-05-28,10,2025-06-04,7,true,true
3156,S01644,monthly,REDUCE,2025-07-30,12,2025-08-04,5,true,true
2511,S01648,annual,CANCEL,2025-05-29,1,2025-10-22,146,true,true
5342,S01663,monthly,REDUCE,2026-02-03,5,2026-02-14,11,true,true
5136,S01667,annual,REDUCE,2026-01-19,1,2026-05-09,110,true,false
5871,S01667,annual,ADD,2026-03-12,1,2026-05-09,58,true,true
6345,S01669,annual,REDUCE,2026-04-15,1,2027-01-22,282,false,false
476,S01674,monthly,CANCEL,2024-09-22,1,2024-10-09,17,true,true
200,S01677,annual,CANCEL,2024-08-07,1,2025-07-26,353,true,true
1357,S01679,annual,CANCEL,2025-01-20,1,2026-01-02,347,true,true
5715,S01680,monthly,REDUCE,2026-03-01,2,2026-03-14,13,true,true
605,S01689,annual,CANCEL,2024-10-12,1,2025-07-26,287,true,true
5650,S01692,annual,CANCEL,2026-02-25,1,2026-06-28,123,true,true
5320,S01693,monthly,REDUCE,2026-02-01,1,2026-02-17,16,true,true
1350,S01694,monthly,CANCEL,2025-01-19,6,2025-02-13,25,true,true
6953,S01697,annual,CANCEL,2026-05-26,1,2026-07-12,47,false,false
3924,S01699,monthly,CANCEL,2025-10-07,2,2025-10-20,13,true,true
2994,S01700,annual,CANCEL,2025-07-13,1,2025-11-12,122,true,true
3979,S01701,monthly,REDUCE,2025-10-13,1,2025-11-07,25,true,true
6182,S01701,monthly,REDUCE,2026-04-03,6,2026-04-07,4,true,true
4503,S01702,monthly,REDUCE,2025-11-27,1,2025-12-25,28,true,true
3108,S01709,monthly,CANCEL,2025-07-26,4,2025-08-21,26,true,true
5090,S01710,monthly,REDUCE,2026-01-15,10,2026-02-15,31,true,true
4701,S01715,monthly,CANCEL,2025-12-14,3,2026-01-08,25,true,true
905,S01717,monthly,REDUCE,2024-11-22,2,2024-12-08,16,true,true
4738,S01717,monthly,REDUCE,2025-12-17,15,2026-01-08,22,true,true
3605,S01730,annual,REDUCE,2025-09-08,1,2026-08-27,353,false,false
1175,S01731,monthly,CANCEL,2024-12-25,4,2025-01-12,18,true,true
7440,S01733,annual,REDUCE,2026-06-27,2,2027-06-09,347,false,false
7084,S01736,monthly,CANCEL,2026-06-04,15,2026-06-07,3,true,true
500,S01743,monthly,CANCEL,2024-09-25,1,2024-10-07,12,true,true
6797,S01746,monthly,CANCEL,2026-05-16,7,2026-05-28,12,true,true
961,S01749,monthly,REDUCE,2024-11-29,5,2024-12-11,12,true,true
2165,S01749,monthly,CANCEL,2025-04-20,10,2025-05-11,21,true,true
1105,S01755,monthly,CANCEL,2024-12-18,3,2025-01-16,29,true,true
5375,S01756,monthly,CANCEL,2026-02-05,1,2026-02-17,12,true,true
5301,S01763,monthly,REDUCE,2026-01-31,6,2026-02-21,21,true,true
6723,S01766,annual,REDUCE,2026-05-11,1,2026-10-11,153,false,false
6693,S01767,monthly,CANCEL,2026-05-09,3,2026-06-09,31,true,true
6359,S01768,annual,REDUCE,2026-04-16,2,2027-01-06,265,false,false
6327,S01774,annual,REDUCE,2026-04-14,1,2026-09-27,166,false,false
7389,S01779,monthly,REDUCE,2026-06-24,3,2026-06-30,6,true,true
2249,S01786,annual,REDUCE,2025-04-29,1,2026-03-20,325,true,true
7325,S01787,annual,CANCEL,2026-06-20,2,2026-12-16,179,false,false
1165,S01795,annual,REDUCE,2024-12-24,1,2025-09-30,280,true,true
4800,S01797,monthly,CANCEL,2025-12-22,7,2026-01-15,24,true,true
2971,S01809,annual,CANCEL,2025-07-11,1,2026-06-24,348,true,true
1447,S01810,monthly,REDUCE,2025-02-01,3,2025-02-06,5,true,true
5586,S01810,monthly,CANCEL,2026-02-21,16,2026-03-06,13,true,true
4619,S01812,monthly,REDUCE,2025-12-08,2,2025-12-12,4,true,true
6266,S01813,annual,REDUCE,2026-04-09,2,2026-09-05,149,false,false
323,S01814,annual,REDUCE,2024-08-30,1,2025-07-27,331,true,true
3944,S01818,annual,REDUCE,2025-10-09,1,2025-12-23,75,true,true
4649,S01822,monthly,REDUCE,2025-12-10,2,2026-01-04,25,true,true
4932,S01823,monthly,REDUCE,2026-01-03,10,2026-01-26,23,true,true
2995,S01829,monthly,CANCEL,2025-07-13,8,2025-07-19,6,true,true
7027,S01830,monthly,CANCEL,2026-05-31,4,2026-06-25,25,true,true
4286,S01837,annual,REDUCE,2025-11-09,1,2025-12-29,50,true,true
611,S01840,annual,CANCEL,2024-10-13,1,2025-08-17,308,true,true
2205,S01848,annual,REDUCE,2025-04-24,1,2026-04-22,363,true,false
2555,S01848,annual,CANCEL,2025-06-03,1,2026-04-22,323,true,true
2224,S01849,monthly,REDUCE,2025-04-26,5,2025-05-02,6,true,true
6464,S01863,annual,REDUCE,2026-04-23,1,2027-03-21,332,false,false
7173,S01869,annual,REDUCE,2026-06-10,1,2027-04-04,298,false,false
4541,S01870,annual,REDUCE,2025-11-30,1,2026-10-09,313,false,false
5751,S01873,annual,CANCEL,2026-03-03,1,2027-02-05,339,false,false
177,S01882,annual,CANCEL,2024-08-03,1,2025-07-18,349,true,true
6058,S01883,monthly,REDUCE,2026-03-26,1,2026-04-01,6,true,true
7467,S01887,annual,REDUCE,2026-06-29,1,2027-02-04,220,false,false
5985,S01890,annual,REDUCE,2026-03-20,1,2026-09-24,188,false,false
3949,S01892,annual,CANCEL,2025-10-10,2,2026-08-29,323,false,false
4015,S01895,monthly,REDUCE,2025-10-16,4,2025-10-23,7,true,true
3228,S01900,annual,REDUCE,2025-08-05,1,2026-03-08,215,true,false
3633,S01900,annual,ADD,2025-09-11,1,2026-03-08,178,true,true
3504,S01901,monthly,REDUCE,2025-08-30,1,2025-09-25,26,true,true
7449,S01902,annual,REDUCE,2026-06-28,2,2027-06-05,342,false,false
6997,S01907,monthly,CANCEL,2026-05-29,10,2026-06-03,5,true,true
5243,S01908,monthly,CANCEL,2026-01-26,5,2026-01-27,1,true,true
3229,S01910,annual,REDUCE,2025-08-05,1,2026-01-16,164,true,true
5228,S01910,annual,REDUCE,2026-01-25,2,2027-01-16,356,false,false
4429,S01914,annual,REDUCE,2025-11-21,1,2026-05-25,185,true,true
5651,S01919,monthly,REDUCE,2026-02-25,2,2026-03-14,17,true,true
3552,S01921,monthly,CANCEL,2025-09-03,6,2025-09-15,12,true,true
6885,S01924,monthly,REDUCE,2026-05-22,6,2026-05-27,5,true,true
3247,S01929,monthly,REDUCE,2025-08-07,1,2025-08-09,2,true,true
7123,S01935,annual,REDUCE,2026-06-07,1,2027-05-19,346,false,false
3834,S01941,monthly,REDUCE,2025-09-30,13,2025-10-04,4,true,true
6611,S01941,monthly,CANCEL,2026-05-04,21,2026-06-04,31,true,true
2866,S01949,monthly,REDUCE,2025-07-01,3,2025-07-15,14,true,true
3671,S01949,monthly,CANCEL,2025-09-14,5,2025-09-15,1,true,true
6998,S01964,monthly,REDUCE,2026-05-29,12,2026-06-26,28,true,true
1724,S01966,annual,CANCEL,2025-03-05,1,2025-07-25,142,true,true
658,S01967,annual,REDUCE,2024-10-20,1,2025-09-09,324,true,true
1044,S01980,annual,CANCEL,2024-12-09,1,2025-08-31,265,true,true
2560,S01985,monthly,REDUCE,2025-06-04,7,2025-06-08,4,true,true
4801,S01985,monthly,REDUCE,2025-12-22,14,2026-01-08,17,true,true
7375,S01985,monthly,CANCEL,2026-06-23,20,2026-07-08,15,false,false
7086,S01986,annual,REDUCE,2026-06-04,1,2027-02-14,255,false,false
1130,S01987,annual,REDUCE,2024-12-20,1,2025-12-17,362,true,false
3748,S01987,annual,CANCEL,2025-09-22,1,2025-12-17,86,true,true
2386,S01990,annual,CANCEL,2025-05-16,1,2025-12-16,214,true,true
2351,S01993,annual,REDUCE,2025-05-11,1,2026-04-05,329,true,false
5531,S01993,annual,CANCEL,2026-02-17,1,2026-04-05,47,true,true
3369,S01997,annual,REDUCE,2025-08-18,1,2026-08-04,351,false,false
7357,S02002,annual,CANCEL,2026-06-22,1,2027-05-09,321,false,false
3621,S02004,annual,REDUCE,2025-09-10,1,2025-11-02,53,true,true
3165,S02008,monthly,REDUCE,2025-07-31,11,2025-08-27,27,true,true
5700,S02013,monthly,CANCEL,2026-02-28,7,2026-03-22,22,true,true
5450,S02017,monthly,REDUCE,2026-02-12,12,2026-02-20,8,true,true
4850,S02026,annual,CANCEL,2025-12-26,2,2026-10-12,290,false,false
5805,S02027,annual,REDUCE,2026-03-07,2,2026-10-30,237,false,false
5469,S02029,annual,REDUCE,2026-02-13,1,2026-09-03,202,false,false
7071,S02029,annual,REDUCE,2026-06-03,1,2026-09-03,92,false,false
985,S02035,monthly,REDUCE,2024-12-01,3,2024-12-10,9,true,true
2934,S02035,monthly,REDUCE,2025-07-07,10,2025-07-10,3,true,true
3749,S02035,monthly,REDUCE,2025-09-22,13,2025-10-10,18,true,true
4188,S02035,monthly,REDUCE,2025-11-01,14,2025-11-10,9,true,true
6328,S02037,monthly,CANCEL,2026-04-14,12,2026-04-24,10,true,true
6124,S02038,monthly,REDUCE,2026-03-30,7,2026-04-14,15,true,true
4786,S02039,monthly,CANCEL,2025-12-21,7,2026-01-18,28,true,true
2795,S02044,monthly,CANCEL,2025-06-26,1,2025-07-12,16,true,true
4225,S02045,annual,REDUCE,2025-11-04,1,2026-10-26,356,false,false
3093,S02047,monthly,CANCEL,2025-07-24,6,2025-08-04,11,true,true
1741,S02050,annual,REDUCE,2025-03-07,1,2025-10-13,220,true,true
7235,S02052,annual,CANCEL,2026-06-14,1,2027-04-27,317,false,false
3455,S02055,monthly,REDUCE,2025-08-26,2,2025-09-06,11,true,true
1779,S02065,monthly,REDUCE,2025-03-12,4,2025-04-07,26,true,true
5302,S02067,monthly,CANCEL,2026-01-31,1,2026-02-25,25,true,true
6465,S02069,annual,REDUCE,2026-04-23,2,2027-03-26,337,false,false
3634,S02070,monthly,REDUCE,2025-09-11,4,2025-09-28,17,true,true
3404,S02072,monthly,CANCEL,2025-08-22,7,2025-09-15,24,true,true
5020,S02073,monthly,REDUCE,2026-01-10,6,2026-02-02,23,true,true
6013,S02073,monthly,REDUCE,2026-03-22,8,2026-04-02,11,true,true
2061,S02081,annual,REDUCE,2025-04-11,1,2026-02-12,307,true,true
5065,S02087,annual,REDUCE,2026-01-13,1,2027-01-08,360,false,false
5021,S02089,annual,CANCEL,2026-01-10,2,2026-11-01,295,false,false
5652,S02100,annual,REDUCE,2026-02-25,1,2026-07-07,132,false,false
6567,S02101,annual,REDUCE,2026-05-01,1,2027-03-19,322,false,false
5452,S02104,monthly,REDUCE,2026-02-12,14,2026-02-28,16,true,true
4802,S02106,annual,REDUCE,2025-12-22,1,2026-10-07,289,false,false
4582,S02107,annual,CANCEL,2025-12-04,1,2026-05-28,175,true,true
4859,S02122,annual,REDUCE,2025-12-27,1,2026-10-01,278,false,false
5470,S02129,monthly,REDUCE,2026-02-13,15,2026-03-09,24,true,true
2206,S02130,annual,REDUCE,2025-04-24,1,2025-09-22,151,true,true
3505,S02131,annual,CANCEL,2025-08-30,1,2026-06-10,284,true,true
3704,S02132,annual,REDUCE,2025-09-18,2,2026-07-18,303,false,false
4176,S02132,annual,ADD,2025-10-31,2,2026-07-18,260,false,false
3353,S02135,monthly,REDUCE,2025-08-17,7,2025-09-09,23,true,false
3553,S02135,monthly,REDUCE,2025-09-03,7,2025-09-09,6,true,true
4531,S02136,annual,REDUCE,2025-11-29,1,2026-09-05,280,false,false
5701,S02137,annual,REDUCE,2026-02-28,1,2026-07-24,146,false,false
5944,S02145,monthly,REDUCE,2026-03-17,14,2026-03-28,11,true,true
3951,S02147,annual,REDUCE,2025-10-10,1,2026-03-31,172,true,true
6498,S02150,annual,CANCEL,2026-04-25,1,2027-03-15,324,false,false
7450,S02151,annual,CANCEL,2026-06-28,2,2026-09-27,91,false,false
5790,S02152,monthly,CANCEL,2026-03-06,2,2026-03-28,22,true,true
4414,S02164,annual,CANCEL,2025-11-20,1,2026-06-07,199,true,true
2982,S02165,annual,REDUCE,2025-07-12,1,2026-06-26,349,true,true
5930,S02169,annual,REDUCE,2026-03-16,1,2026-07-17,123,false,false
4620,S02173,annual,REDUCE,2025-12-08,2,2026-11-14,341,false,false
1019,S02181,annual,REDUCE,2024-12-06,1,2025-07-17,223,true,true
2180,S02182,monthly,REDUCE,2025-04-21,5,2025-04-28,7,true,true
2075,S02183,monthly,REDUCE,2025-04-12,1,2025-04-30,18,true,true
1711,S02184,annual,CANCEL,2025-03-04,1,2025-10-22,232,true,true
7391,S02186,monthly,REDUCE,2026-06-24,22,2026-07-22,28,false,false
2823,S02199,monthly,REDUCE,2025-06-28,10,2025-07-28,30,true,true
4316,S02201,monthly,REDUCE,2025-11-12,9,2025-12-03,21,true,true
4610,S02204,monthly,REDUCE,2025-12-07,5,2026-01-01,25,true,true
6798,S02206,annual,REDUCE,2026-05-16,2,2026-12-28,226,false,false
7236,S02212,annual,REDUCE,2026-06-14,1,2027-05-01,321,false,false
2050,S02215,annual,REDUCE,2025-04-10,1,2026-02-01,297,true,true
1619,S02218,annual,REDUCE,2025-02-21,1,2025-12-05,287,true,true
3103,S02220,annual,REDUCE,2025-07-25,1,2026-02-03,193,true,true
6659,S02221,annual,REDUCE,2026-05-07,1,2027-04-16,344,false,false
3725,S02224,annual,REDUCE,2025-09-20,1,2026-02-24,157,true,true
2482,S02226,monthly,REDUCE,2025-05-26,11,2025-06-11,16,true,true
2407,S02231,annual,REDUCE,2025-05-19,1,2026-01-22,248,true,false
3959,S02231,annual,ADD,2025-10-11,1,2026-01-22,103,true,true
6394,S02231,annual,REDUCE,2026-04-18,2,2027-01-22,279,false,false
7028,S02232,monthly,CANCEL,2026-05-31,3,2026-06-08,8,true,true
3980,S02236,annual,REDUCE,2025-10-13,1,2026-06-02,232,true,true
