invoice_line_key,month_key,channel,partner_id,customer_key,invoice_amount_cents,constituent_count,constituent_sum_cents,tie_out_difference_cents
2025-04|DIRECT|C00464,2025-04,direct,DIRECT,C00464,273600,1,273600,0
2025-04|DIRECT|C00491,2025-04,direct,DIRECT,C00491,220500,1,220500,0
2025-04|DIRECT|C00494,2025-04,direct,DIRECT,C00494,189000,1,189000,0
2025-04|DIRECT|C00614,2025-04,direct,DIRECT,C00614,61600,1,61600,0
2025-04|DIRECT|C00696,2025-04,direct,DIRECT,C00696,192000,1,192000,0
2025-04|DIRECT|C00791,2025-04,direct,DIRECT,C00791,549000,1,549000,0
2025-04|DIRECT|C00874,2025-04,direct,DIRECT,C00874,122000,1,122000,0
2025-04|DIRECT|C00891,2025-04,direct,DIRECT,C00891,312000,1,312000,0
2025-04|DIRECT|C00931,2025-04,direct,DIRECT,C00931,697600,1,697600,0
2025-04|DIRECT|C01054,2025-04,direct,DIRECT,C01054,638400,1,638400,0
2025-04|DIRECT|C01074,2025-04,direct,DIRECT,C01074,588000,1,588000,0
2025-04|DIRECT|C01136,2025-04,direct,DIRECT,C01136,135000,1,135000,0
2025-04|DIRECT|C01335,2025-04,direct,DIRECT,C01335,140000,1,140000,0
2025-04|DIRECT|C01439,2025-04,direct,DIRECT,C01439,189520,1,189520,0
2025-04|DIRECT|C01613,2025-04,direct,DIRECT,C01613,279600,1,279600,0
2025-04|DIRECT|C01675,2025-04,direct,DIRECT,C01675,403000,1,403000,0
2025-04|DIRECT|C01697,2025-04,direct,DIRECT,C01697,235000,1,235000,0
2025-04|DIRECT|C01786,2025-04,direct,DIRECT,C01786,132000,1,132000,0
2025-04|DIRECT|C01791,2025-04,direct,DIRECT,C01791,318000,1,318000,0
2025-04|DIRECT|C01796,2025-04,direct,DIRECT,C01796,365000,1,365000,0
2025-04|DIRECT|C01828,2025-04,direct,DIRECT,C01828,261000,1,261000,0
2025-04|DIRECT|C01899,2025-04,direct,DIRECT,C01899,538000,1,538000,0
2025-04|DIRECT|C01997,2025-04,direct,DIRECT,C01997,240000,1,240000,0
2025-04|DIRECT|C02022,2025-04,direct,DIRECT,C02022,346800,1,346800,0
2025-04|DIRECT|C02091,2025-04,direct,DIRECT,C02091,100800,1,100800,0
2025-04|DIRECT|C02154,2025-04,direct,DIRECT,C02154,357840,1,357840,0
2025-04|DIRECT|C02183,2025-04,direct,DIRECT,C02183,1662000,1,1662000,0
2025-04|DIRECT|C02283,2025-04,direct,DIRECT,C02283,439800,2,439800,0
2025-04|DIRECT|C02288,2025-04,direct,DIRECT,C02288,552000,1,552000,0
2025-04|DIRECT|C02341,2025-04,direct,DIRECT,C02341,108000,1,108000,0
2025-04|DIRECT|C02348,2025-04,direct,DIRECT,C02348,109200,1,109200,0
2025-04|DIRECT|C02360,2025-04,direct,DIRECT,C02360,51833,1,51833,0
2025-04|DIRECT|C02429,2025-04,direct,DIRECT,C02429,105280,1,105280,0
2025-04|DIRECT|C02448,2025-04,direct,DIRECT,C02448,174000,1,174000,0
2025-04|DIRECT|C02506,2025-04,direct,DIRECT,C02506,304800,1,304800,0
2025-04|DIRECT|C02547,2025-04,direct,DIRECT,C02547,128400,1,128400,0
2025-04|DIRECT|C02555,2025-04,direct,DIRECT,C02555,57240,1,57240,0
2025-04|DIRECT|C02647,2025-04,direct,DIRECT,C02647,131000,1,131000,0
2025-04|DIRECT|C02746,2025-04,direct,DIRECT,C02746,63000,1,63000,0
2025-04|DIRECT|C02783,2025-04,direct,DIRECT,C02783,391000,2,391000,0
2025-04|DIRECT|C02786,2025-04,direct,DIRECT,C02786,73000,1,73000,0
2025-04|DIRECT|C02861,2025-04,direct,DIRECT,C02861,340000,1,340000,0
2025-04|DIRECT|C02972,2025-04,direct,DIRECT,C02972,33333,1,33333,0
2025-04|DIRECT|C03024,2025-04,direct,DIRECT,C03024,744000,1,744000,0
2025-04|DIRECT|C03065,2025-04,direct,DIRECT,C03065,387000,1,387000,0
2025-04|DIRECT|C03155,2025-04,direct,DIRECT,C03155,226800,1,226800,0
2025-04|DIRECT|C03228,2025-04,direct,DIRECT,C03228,244000,1,244000,0
2025-04|DIRECT|C03260,2025-04,direct,DIRECT,C03260,75000,1,75000,0
2025-04|DIRECT|C03316,2025-04,direct,DIRECT,C03316,47000,1,47000,0
2025-04|DIRECT|C03331,2025-04,direct,DIRECT,C03331,122000,1,122000,0
2025-04|DIRECT|C03342,2025-04,direct,DIRECT,C03342,23100,1,23100,0
2025-04|DIRECT|C03353,2025-04,direct,DIRECT,C03353,660000,1,660000,0
2025-04|DIRECT|C03418,2025-04,direct,DIRECT,C03418,202000,1,202000,0
2025-04|DIRECT|C03423,2025-04,direct,DIRECT,C03423,207000,1,207000,0
2025-04|DIRECT|C03444,2025-04,direct,DIRECT,C03444,163000,1,163000,0
2025-04|DIRECT|C03501,2025-04,direct,DIRECT,C03501,105000,1,105000,0
2025-04|DIRECT|C03575,2025-04,direct,DIRECT,C03575,528000,1,528000,0
2025-04|DIRECT|C03696,2025-04,direct,DIRECT,C03696,208800,1,208800,0
2025-04|DIRECT|C03949,2025-04,direct,DIRECT,C03949,112000,1,112000,0
2025-04|DIRECT|C03958,2025-04,direct,DIRECT,C03958,194000,1,194000,0
2025-04|DIRECT|C03970,2025-04,direct,DIRECT,C03970,92000,1,92000,0
2025-04|P1|,2025-04,partner,P1,,11168048,891,11168048,0
2025-04|P2|,2025-04,partner,P2,,5902802,485,5902802,0
2025-04|P3|,2025-04,partner,P3,,2937047,237,2937047,0
2025-05|DIRECT|C00050,2025-05,direct,DIRECT,C00050,207000,1,207000,0
2025-05|DIRECT|C00129,2025-05,direct,DIRECT,C00129,157000,1,157000,0
2025-05|DIRECT|C00235,2025-05,direct,DIRECT,C00235,376000,1,376000,0
2025-05|DIRECT|C00304,2025-05,direct,DIRECT,C00304,129000,1,129000,0
2025-05|DIRECT|C00309,2025-05,direct,DIRECT,C00309,41129,1,41129,0
2025-05|DIRECT|C00315,2025-05,direct,DIRECT,C00315,256000,1,256000,0
2025-05|DIRECT|C00347,2025-05,direct,DIRECT,C00347,157000,1,157000,0
2025-05|DIRECT|C00360,2025-05,direct,DIRECT,C00360,240000,1,240000,0
2025-05|DIRECT|C00373,2025-05,direct,DIRECT,C00373,681600,1,681600,0
2025-05|DIRECT|C00464,2025-05,direct,DIRECT,C00464,273600,1,273600,0
2025-05|DIRECT|C00491,2025-05,direct,DIRECT,C00491,228000,1,228000,0
2025-05|DIRECT|C00494,2025-05,direct,DIRECT,C00494,189000,1,189000,0
2025-05|DIRECT|C00570,2025-05,direct,DIRECT,C00570,40645,1,40645,0
2025-05|DIRECT|C00614,2025-05,direct,DIRECT,C00614,88000,1,88000,0
2025-05|DIRECT|C00647,2025-05,direct,DIRECT,C00647,15097,1,15097,0
2025-05|DIRECT|C00696,2025-05,direct,DIRECT,C00696,192000,1,192000,0
2025-05|DIRECT|C00733,2025-05,direct,DIRECT,C00733,55548,1,55548,0
2025-05|DIRECT|C00791,2025-05,direct,DIRECT,C00791,549000,1,549000,0
2025-05|DIRECT|C00874,2025-05,direct,DIRECT,C00874,122000,1,122000,0
2025-05|DIRECT|C00891,2025-05,direct,DIRECT,C00891,312000,1,312000,0
2025-05|DIRECT|C00931,2025-05,direct,DIRECT,C00931,872000,1,872000,0
2025-05|DIRECT|C01027,2025-05,direct,DIRECT,C01027,27742,1,27742,0
2025-05|DIRECT|C01054,2025-05,direct,DIRECT,C01054,638400,1,638400,0
2025-05|DIRECT|C01074,2025-05,direct,DIRECT,C01074,588000,1,588000,0
2025-05|DIRECT|C01136,2025-05,direct,DIRECT,C01136,135000,1,135000,0
2025-05|DIRECT|C01204,2025-05,direct,DIRECT,C01204,113129,1,113129,0
2025-05|DIRECT|C01335,2025-05,direct,DIRECT,C01335,140000,1,140000,0
2025-05|DIRECT|C01439,2025-05,direct,DIRECT,C01439,247200,1,247200,0
2025-05|DIRECT|C01517,2025-05,direct,DIRECT,C01517,153581,1,153581,0
2025-05|DIRECT|C01613,2025-05,direct,DIRECT,C01613,279600,1,279600,0
2025-05|DIRECT|C01675,2025-05,direct,DIRECT,C01675,403000,1,403000,0
2025-05|DIRECT|C01697,2025-05,direct,DIRECT,C01697,235000,1,235000,0
2025-05|DIRECT|C01786,2025-05,direct,DIRECT,C01786,132000,1,132000,0
2025-05|DIRECT|C01791,2025-05,direct,DIRECT,C01791,318000,1,318000,0
2025-05|DIRECT|C01796,2025-05,direct,DIRECT,C01796,365000,1,365000,0
2025-05|DIRECT|C01828,2025-05,direct,DIRECT,C01828,261000,1,261000,0
2025-05|DIRECT|C01899,2025-05,direct,DIRECT,C01899,538000,1,538000,0
2025-05|DIRECT|C01997,2025-05,direct,DIRECT,C01997,288000,1,288000,0
2025-05|DIRECT|C02003,2025-05,direct,DIRECT,C02003,52839,1,52839,0
2025-05|DIRECT|C02022,2025-05,direct,DIRECT,C02022,346800,1,346800,0
2025-05|DIRECT|C02091,2025-05,direct,DIRECT,C02091,126000,1,126000,0
2025-05|DIRECT|C02154,2025-05,direct,DIRECT,C02154,766800,1,766800,0
2025-05|DIRECT|C02183,2025-05,direct,DIRECT,C02183,2296065,1,2296065,0
2025-05|DIRECT|C02184,2025-05,direct,DIRECT,C02184,66581,1,66581,0
2025-05|DIRECT|C02283,2025-05,direct,DIRECT,C02283,508200,2,508200,0
2025-05|DIRECT|C02288,2025-05,direct,DIRECT,C02288,552000,1,552000,0
2025-05|DIRECT|C02341,2025-05,direct,DIRECT,C02341,108000,1,108000,0
2025-05|DIRECT|C02348,2025-05,direct,DIRECT,C02348,109200,1,109200,0
2025-05|DIRECT|C02360,2025-05,direct,DIRECT,C02360,311000,1,311000,0
2025-05|DIRECT|C02429,2025-05,direct,DIRECT,C02429,225600,1,225600,0
2025-05|DIRECT|C02448,2025-05,direct,DIRECT,C02448,174000,1,174000,0
2025-05|DIRECT|C02506,2025-05,direct,DIRECT,C02506,304800,1,304800,0
2025-05|DIRECT|C02547,2025-05,direct,DIRECT,C02547,149265,1,149265,0
2025-05|DIRECT|C02555,2025-05,direct,DIRECT,C02555,63600,1,63600,0
2025-05|DIRECT|C02625,2025-05,direct,DIRECT,C02625,302903,1,302903,0
2025-05|DIRECT|C02647,2025-05,direct,DIRECT,C02647,131000,1,131000,0
2025-05|DIRECT|C02746,2025-05,direct,DIRECT,C02746,63000,1,63000,0
2025-05|DIRECT|C02783,2025-05,direct,DIRECT,C02783,391000,2,391000,0
2025-05|DIRECT|C02786,2025-05,direct,DIRECT,C02786,73000,1,73000,0
2025-05|DIRECT|C02861,2025-05,direct,DIRECT,C02861,340000,1,340000,0
2025-05|DIRECT|C02920,2025-05,direct,DIRECT,C02920,139006,1,139006,0
2025-05|DIRECT|C02972,2025-05,direct,DIRECT,C02972,100000,1,100000,0
2025-05|DIRECT|C03024,2025-05,direct,DIRECT,C03024,744000,1,744000,0
2025-05|DIRECT|C03065,2025-05,direct,DIRECT,C03065,387000,1,387000,0
2025-05|DIRECT|C03155,2025-05,direct,DIRECT,C03155,226800,1,226800,0
2025-05|DIRECT|C03228,2025-05,direct,DIRECT,C03228,244000,1,244000,0
2025-05|DIRECT|C03256,2025-05,direct,DIRECT,C03256,15329,1,15329,0
2025-05|DIRECT|C03260,2025-05,direct,DIRECT,C03260,75000,1,75000,0
2025-05|DIRECT|C03316,2025-05,direct,DIRECT,C03316,47000,1,47000,0
2025-05|DIRECT|C03331,2025-05,direct,DIRECT,C03331,122000,1,122000,0
2025-05|DIRECT|C03342,2025-05,direct,DIRECT,C03342,231000,1,231000,0
2025-05|DIRECT|C03353,2025-05,direct,DIRECT,C03353,660000,1,660000,0
2025-05|DIRECT|C03401,2025-05,direct,DIRECT,C03401,34839,1,34839,0
2025-05|DIRECT|C03418,2025-05,direct,DIRECT,C03418,202000,1,202000,0
2025-05|DIRECT|C03423,2025-05,direct,DIRECT,C03423,207000,1,207000,0
2025-05|DIRECT|C03444,2025-05,direct,DIRECT,C03444,163000,1,163000,0
2025-05|DIRECT|C03501,2025-05,direct,DIRECT,C03501,105000,1,105000,0
2025-05|DIRECT|C03575,2025-05,direct,DIRECT,C03575,528000,1,528000,0
2025-05|DIRECT|C03696,2025-05,direct,DIRECT,C03696,208800,1,208800,0
2025-05|DIRECT|C03768,2025-05,direct,DIRECT,C03768,98710,1,98710,0
2025-05|DIRECT|C03863,2025-05,direct,DIRECT,C03863,74903,1,74903,0
2025-05|DIRECT|C03949,2025-05,direct,DIRECT,C03949,112000,1,112000,0
2025-05|DIRECT|C03958,2025-05,direct,DIRECT,C03958,194000,1,194000,0
2025-05|DIRECT|C03970,2025-05,direct,DIRECT,C03970,92000,1,92000,0
2025-05|P1|,2025-05,partner,P1,,12470321,975,12470321,0
2025-05|P2|,2025-05,partner,P2,,6420201,518,6420201,0
2025-05|P3|,2025-05,partner,P3,,3122743,252,3122743,0
2025-06|DIRECT|C00050,2025-06,direct,DIRECT,C00050,207000,1,207000,0
2025-06|DIRECT|C00060,2025-06,direct,DIRECT,C00060,46900,1,46900,0
2025-06|DIRECT|C00129,2025-06,direct,DIRECT,C00129,157000,1,157000,0
2025-06|DIRECT|C00235,2025-06,direct,DIRECT,C00235,380400,1,380400,0
2025-06|DIRECT|C00304,2025-06,direct,DIRECT,C00304,129000,1,129000,0
2025-06|DIRECT|C00309,2025-06,direct,DIRECT,C00309,75000,1,75000,0
2025-06|DIRECT|C00315,2025-06,direct,DIRECT,C00315,256000,1,256000,0
2025-06|DIRECT|C00347,2025-06,direct,DIRECT,C00347,157000,1,157000,0
2025-06|DIRECT|C00360,2025-06,direct,DIRECT,C00360,240000,1,240000,0
2025-06|DIRECT|C00373,2025-06,direct,DIRECT,C00373,681600,1,681600,0
2025-06|DIRECT|C00464,2025-06,direct,DIRECT,C00464,273600,1,273600,0
2025-06|DIRECT|C00491,2025-06,direct,DIRECT,C00491,228000,1,228000,0
2025-06|DIRECT|C00494,2025-06,direct,DIRECT,C00494,189000,1,189000,0
2025-06|DIRECT|C00570,2025-06,direct,DIRECT,C00570,169440,1,169440,0
2025-06|DIRECT|C00614,2025-06,direct,DIRECT,C00614,103200,1,103200,0
2025-06|DIRECT|C00647,2025-06,direct,DIRECT,C00647,156000,1,156000,0
2025-06|DIRECT|C00696,2025-06,direct,DIRECT,C00696,192000,1,192000,0
2025-06|DIRECT|C00733,2025-06,direct,DIRECT,C00733,82000,1,82000,0
2025-06|DIRECT|C00791,2025-06,direct,DIRECT,C00791,549000,1,549000,0
2025-06|DIRECT|C00874,2025-06,direct,DIRECT,C00874,122000,1,122000,0
2025-06|DIRECT|C00891,2025-06,direct,DIRECT,C00891,312000,1,312000,0
2025-06|DIRECT|C00931,2025-06,direct,DIRECT,C00931,872000,1,872000,0
2025-06|DIRECT|C01027,2025-06,direct,DIRECT,C01027,86000,1,86000,0
2025-06|DIRECT|C01054,2025-06,direct,DIRECT,C01054,638400,1,638400,0
2025-06|DIRECT|C01074,2025-06,direct,DIRECT,C01074,588000,1,588000,0
2025-06|DIRECT|C01136,2025-06,direct,DIRECT,C01136,135000,1,135000,0
2025-06|DIRECT|C01204,2025-06,direct,DIRECT,C01204,167000,1,167000,0
2025-06|DIRECT|C01335,2025-06,direct,DIRECT,C01335,140000,1,140000,0
2025-06|DIRECT|C01352,2025-06,direct,DIRECT,C01352,19440,1,19440,0
2025-06|DIRECT|C01439,2025-06,direct,DIRECT,C01439,247200,1,247200,0
2025-06|DIRECT|C01517,2025-06,direct,DIRECT,C01517,207000,1,207000,0
2025-06|DIRECT|C01613,2025-06,direct,DIRECT,C01613,279600,1,279600,0
2025-06|DIRECT|C01675,2025-06,direct,DIRECT,C01675,403000,1,403000,0
2025-06|DIRECT|C01697,2025-06,direct,DIRECT,C01697,235000,1,235000,0
2025-06|DIRECT|C01786,2025-06,direct,DIRECT,C01786,132000,1,132000,0
2025-06|DIRECT|C01791,2025-06,direct,DIRECT,C01791,318000,1,318000,0
2025-06|DIRECT|C01796,2025-06,direct,DIRECT,C01796,365000,1,365000,0
2025-06|DIRECT|C01828,2025-06,direct,DIRECT,C01828,261000,1,261000,0
2025-06|DIRECT|C01899,2025-06,direct,DIRECT,C01899,538000,1,538000,0
2025-06|DIRECT|C01943,2025-06,direct,DIRECT,C01943,680400,1,680400,0
2025-06|DIRECT|C01974,2025-06,direct,DIRECT,C01974,136800,1,136800,0
2025-06|DIRECT|C01997,2025-06,direct,DIRECT,C01997,288000,1,288000,0
2025-06|DIRECT|C02003,2025-06,direct,DIRECT,C02003,234000,1,234000,0
2025-06|DIRECT|C02019,2025-06,direct,DIRECT,C02019,34400,1,34400,0
2025-06|DIRECT|C02022,2025-06,direct,DIRECT,C02022,346800,1,346800,0
2025-06|DIRECT|C02091,2025-06,direct,DIRECT,C02091,126000,1,126000,0
2025-06|DIRECT|C02154,2025-06,direct,DIRECT,C02154,766800,1,766800,0
2025-06|DIRECT|C02183,2025-06,direct,DIRECT,C02183,2364000,1,2364000,0
2025-06|DIRECT|C02184,2025-06,direct,DIRECT,C02184,129000,1,129000,0
2025-06|DIRECT|C02210,2025-06,direct,DIRECT,C02210,67200,1,67200,0
2025-06|DIRECT|C02283,2025-06,direct,DIRECT,C02283,508200,2,508200,0
2025-06|DIRECT|C02288,2025-06,direct,DIRECT,C02288,552000,1,552000,0
2025-06|DIRECT|C02341,2025-06,direct,DIRECT,C02341,108000,1,108000,0
2025-06|DIRECT|C02348,2025-06,direct,DIRECT,C02348,109200,1,109200,0
2025-06|DIRECT|C02360,2025-06,direct,DIRECT,C02360,311000,1,311000,0
2025-06|DIRECT|C02429,2025-06,direct,DIRECT,C02429,225600,1,225600,0
2025-06|DIRECT|C02448,2025-06,direct,DIRECT,C02448,174000,1,174000,0
2025-06|DIRECT|C02506,2025-06,direct,DIRECT,C02506,304800,1,304800,0
2025-06|DIRECT|C02547,2025-06,direct,DIRECT,C02547,187200,1,187200,0
2025-06|DIRECT|C02555,2025-06,direct,DIRECT,C02555,63600,1,63600,0
2025-06|DIRECT|C02625,2025-06,direct,DIRECT,C02625,356333,1,356333,0
2025-06|DIRECT|C02647,2025-06,direct,DIRECT,C02647,131000,1,131000,0
2025-06|DIRECT|C02746,2025-06,direct,DIRECT,C02746,63000,1,63000,0
2025-06|DIRECT|C02783,2025-06,direct,DIRECT,C02783,391000,2,391000,0
2025-06|DIRECT|C02786,2025-06,direct,DIRECT,C02786,73000,1,73000,0
2025-06|DIRECT|C02837,2025-06,direct,DIRECT,C02837,110400,1,110400,0
2025-06|DIRECT|C02861,2025-06,direct,DIRECT,C02861,340000,1,340000,0
2025-06|DIRECT|C02920,2025-06,direct,DIRECT,C02920,205200,1,205200,0
2025-06|DIRECT|C02937,2025-06,direct,DIRECT,C02937,196000,1,196000,0
2025-06|DIRECT|C02972,2025-06,direct,DIRECT,C02972,100000,1,100000,0
2025-06|DIRECT|C03024,2025-06,direct,DIRECT,C03024,744000,1,744000,0
2025-06|DIRECT|C03065,2025-06,direct,DIRECT,C03065,387000,1,387000,0
2025-06|DIRECT|C03155,2025-06,direct,DIRECT,C03155,226800,1,226800,0
2025-06|DIRECT|C03227,2025-06,direct,DIRECT,C03227,94480,1,94480,0
2025-06|DIRECT|C03228,2025-06,direct,DIRECT,C03228,244000,1,244000,0
2025-06|DIRECT|C03256,2025-06,direct,DIRECT,C03256,237600,1,237600,0
2025-06|DIRECT|C03260,2025-06,direct,DIRECT,C03260,75000,1,75000,0
2025-06|DIRECT|C03316,2025-06,direct,DIRECT,C03316,47000,1,47000,0
2025-06|DIRECT|C03331,2025-06,direct,DIRECT,C03331,122000,1,122000,0
2025-06|DIRECT|C03342,2025-06,direct,DIRECT,C03342,231000,1,231000,0
2025-06|DIRECT|C03353,2025-06,direct,DIRECT,C03353,660000,1,660000,0
2025-06|DIRECT|C03401,2025-06,direct,DIRECT,C03401,120000,1,120000,0
2025-06|DIRECT|C03418,2025-06,direct,DIRECT,C03418,202000,1,202000,0
2025-06|DIRECT|C03423,2025-06,direct,DIRECT,C03423,207000,1,207000,0
2025-06|DIRECT|C03444,2025-06,direct,DIRECT,C03444,163000,1,163000,0
2025-06|DIRECT|C03501,2025-06,direct,DIRECT,C03501,105000,1,105000,0
2025-06|DIRECT|C03575,2025-06,direct,DIRECT,C03575,528000,1,528000,0
2025-06|DIRECT|C03625,2025-06,direct,DIRECT,C03625,52867,1,52867,0
2025-06|DIRECT|C03696,2025-06,direct,DIRECT,C03696,208800,1,208800,0
2025-06|DIRECT|C03768,2025-06,direct,DIRECT,C03768,765000,1,765000,0
2025-06|DIRECT|C03863,2025-06,direct,DIRECT,C03863,86000,1,86000,0
2025-06|DIRECT|C03949,2025-06,direct,DIRECT,C03949,112000,1,112000,0
2025-06|DIRECT|C03958,2025-06,direct,DIRECT,C03958,194000,1,194000,0
2025-06|DIRECT|C03970,2025-06,direct,DIRECT,C03970,92000,1,92000,0
2025-06|P1|,2025-06,partner,P1,,13568831,1075,13568831,0
2025-06|P2|,2025-06,partner,P2,,7067534,568,7067534,0
2025-06|P3|,2025-06,partner,P3,,3291954,276,3291954,0
2025-07|DIRECT|C00050,2025-07,direct,DIRECT,C00050,207000,1,207000,0
2025-07|DIRECT|C00060,2025-07,direct,DIRECT,C00060,469000,1,469000,0
2025-07|DIRECT|C00129,2025-07,direct,DIRECT,C00129,157000,1,157000,0
2025-07|DIRECT|C00235,2025-07,direct,DIRECT,C00235,387000,1,387000,0
2025-07|DIRECT|C00304,2025-07,direct,DIRECT,C00304,129000,1,129000,0
2025-07|DIRECT|C00309,2025-07,direct,DIRECT,C00309,75000,1,75000,0
2025-07|DIRECT|C00315,2025-07,direct,DIRECT,C00315,256000,1,256000,0
2025-07|DIRECT|C00347,2025-07,direct,DIRECT,C00347,157000,1,157000,0
2025-07|DIRECT|C00360,2025-07,direct,DIRECT,C00360,240000,1,240000,0
2025-07|DIRECT|C00373,2025-07,direct,DIRECT,C00373,681600,1,681600,0
2025-07|DIRECT|C00464,2025-07,direct,DIRECT,C00464,273600,1,273600,0
2025-07|DIRECT|C00491,2025-07,direct,DIRECT,C00491,228000,1,228000,0
2025-07|DIRECT|C00494,2025-07,direct,DIRECT,C00494,189000,1,189000,0
2025-07|DIRECT|C00570,2025-07,direct,DIRECT,C00570,127200,1,127200,0
2025-07|DIRECT|C00614,2025-07,direct,DIRECT,C00614,112000,1,112000,0
2025-07|DIRECT|C00647,2025-07,direct,DIRECT,C00647,156000,1,156000,0
2025-07|DIRECT|C00696,2025-07,direct,DIRECT,C00696,192000,1,192000,0
2025-07|DIRECT|C00733,2025-07,direct,DIRECT,C00733,82000,1,82000,0
2025-07|DIRECT|C00788,2025-07,direct,DIRECT,C00788,46968,1,46968,0
2025-07|DIRECT|C00791,2025-07,direct,DIRECT,C00791,549000,1,549000,0
2025-07|DIRECT|C00874,2025-07,direct,DIRECT,C00874,122000,1,122000,0
2025-07|DIRECT|C00891,2025-07,direct,DIRECT,C00891,312000,1,312000,0
2025-07|DIRECT|C00931,2025-07,direct,DIRECT,C00931,872000,1,872000,0
2025-07|DIRECT|C01027,2025-07,direct,DIRECT,C01027,86000,1,86000,0
2025-07|DIRECT|C01054,2025-07,direct,DIRECT,C01054,638400,1,638400,0
2025-07|DIRECT|C01074,2025-07,direct,DIRECT,C01074,588000,1,588000,0
2025-07|DIRECT|C01136,2025-07,direct,DIRECT,C01136,135000,1,135000,0
2025-07|DIRECT|C01204,2025-07,direct,DIRECT,C01204,167000,1,167000,0
2025-07|DIRECT|C01335,2025-07,direct,DIRECT,C01335,140000,1,140000,0
2025-07|DIRECT|C01352,2025-07,direct,DIRECT,C01352,583200,1,583200,0
2025-07|DIRECT|C01439,2025-07,direct,DIRECT,C01439,247200,1,247200,0
2025-07|DIRECT|C01517,2025-07,direct,DIRECT,C01517,207000,1,207000,0
2025-07|DIRECT|C01613,2025-07,direct,DIRECT,C01613,279600,1,279600,0
2025-07|DIRECT|C01675,2025-07,direct,DIRECT,C01675,403000,1,403000,0
2025-07|DIRECT|C01697,2025-07,direct,DIRECT,C01697,235000,1,235000,0
2025-07|DIRECT|C01786,2025-07,direct,DIRECT,C01786,132000,1,132000,0
2025-07|DIRECT|C01791,2025-07,direct,DIRECT,C01791,318000,1,318000,0
2025-07|DIRECT|C01796,2025-07,direct,DIRECT,C01796,365000,1,365000,0
2025-07|DIRECT|C01828,2025-07,direct,DIRECT,C01828,261000,1,261000,0
2025-07|DIRECT|C01872,2025-07,direct,DIRECT,C01872,34219,1,34219,0
2025-07|DIRECT|C01899,2025-07,direct,DIRECT,C01899,538000,1,538000,0
2025-07|DIRECT|C01943,2025-07,direct,DIRECT,C01943,972000,1,972000,0
2025-07|DIRECT|C01952,2025-07,direct,DIRECT,C01952,69355,1,69355,0
2025-07|DIRECT|C01974,2025-07,direct,DIRECT,C01974,171000,1,171000,0
2025-07|DIRECT|C01997,2025-07,direct,DIRECT,C01997,288000,1,288000,0
2025-07|DIRECT|C02003,2025-07,direct,DIRECT,C02003,234000,1,234000,0
2025-07|DIRECT|C02019,2025-07,direct,DIRECT,C02019,258000,1,258000,0
2025-07|DIRECT|C02022,2025-07,direct,DIRECT,C02022,346800,1,346800,0
2025-07|DIRECT|C02051,2025-07,direct,DIRECT,C02051,16032,1,16032,0
2025-07|DIRECT|C02091,2025-07,direct,DIRECT,C02091,126000,1,126000,0
2025-07|DIRECT|C02154,2025-07,direct,DIRECT,C02154,766800,1,766800,0
2025-07|DIRECT|C02183,2025-07,direct,DIRECT,C02183,2364000,1,2364000,0
2025-07|DIRECT|C02184,2025-07,direct,DIRECT,C02184,129000,1,129000,0
2025-07|DIRECT|C02210,2025-07,direct,DIRECT,C02210,168000,1,168000,0
2025-07|DIRECT|C02233,2025-07,direct,DIRECT,C02233,23613,1,23613,0
2025-07|DIRECT|C02283,2025-07,direct,DIRECT,C02283,508200,2,508200,0
2025-07|DIRECT|C02288,2025-07,direct,DIRECT,C02288,552000,1,552000,0
2025-07|DIRECT|C02341,2025-07,direct,DIRECT,C02341,108000,1,108000,0
2025-07|DIRECT|C02348,2025-07,direct,DIRECT,C02348,109200,1,109200,0
2025-07|DIRECT|C02360,2025-07,direct,DIRECT,C02360,311000,1,311000,0
2025-07|DIRECT|C02429,2025-07,direct,DIRECT,C02429,225600,1,225600,0
2025-07|DIRECT|C02448,2025-07,direct,DIRECT,C02448,164129,1,164129,0
2025-07|DIRECT|C02492,2025-07,direct,DIRECT,C02492,234194,1,234194,0
2025-07|DIRECT|C02506,2025-07,direct,DIRECT,C02506,304800,1,304800,0
2025-07|DIRECT|C02547,2025-07,direct,DIRECT,C02547,187200,1,187200,0
2025-07|DIRECT|C02555,2025-07,direct,DIRECT,C02555,63600,1,63600,0
2025-07|DIRECT|C02625,2025-07,direct,DIRECT,C02625,363000,1,363000,0
2025-07|DIRECT|C02647,2025-07,direct,DIRECT,C02647,131000,1,131000,0
2025-07|DIRECT|C02746,2025-07,direct,DIRECT,C02746,64258,1,64258,0
2025-07|DIRECT|C02783,2025-07,direct,DIRECT,C02783,391000,2,391000,0
2025-07|DIRECT|C02786,2025-07,direct,DIRECT,C02786,63581,1,63581,0
2025-07|DIRECT|C02837,2025-07,direct,DIRECT,C02837,359265,2,359265,0
2025-07|DIRECT|C02861,2025-07,direct,DIRECT,C02861,340000,1,340000,0
2025-07|DIRECT|C02920,2025-07,direct,DIRECT,C02920,205200,1,205200,0
2025-07|DIRECT|C02937,2025-07,direct,DIRECT,C02937,196000,1,196000,0
2025-07|DIRECT|C02972,2025-07,direct,DIRECT,C02972,100000,1,100000,0
2025-07|DIRECT|C03024,2025-07,direct,DIRECT,C03024,744000,1,744000,0
2025-07|DIRECT|C03065,2025-07,direct,DIRECT,C03065,387000,1,387000,0
